PlayerName,Team,Games,Min,Season,WS,Salary,SalaryCap,TeamsTotalMinutes,SVR
Darren Collison,IND,60,1878,2012,3.8,"$1,455,960",58044000,15990,223.0115642145
David West,IND,66,1925,2012,5.9,"$10,000,000",58044000,15990,344.6026504376
George Hill,IND,50,1274,2012,4,"$2,086,360",58044000,15990,159.1437131977
Jeff Foster,IND,11,141,2012,0.4,"$3,000,000",58044000,15990,1.7588910845
Jeff Pendergraph,IND,20,106,2012,0.3,"$1,500,000",58044000,15990,0.9937074081
Kyrylo Fesenko,IND,3,17,2012,0.1,#N/A,58044000,15990,#VALUE!
Lance Stephenson,IND,42,442,2012,-0.3,"$810,000",58044000,15990,-4.1455340045
Leandro Barbosa,IND,22,436,2012,0.7,"$7,600,000",58044000,15990,9.3798513717
Louis Amundson,IND,60,753,2012,1,"$2,403,000",58044000,15990,23.5056101101
Paul George,IND,66,1958,2012,6,"$2,406,240",58044000,15990,366.7232778618
Roy Hibbert,IND,65,1937,2012,6.2,"$2,588,590",58044000,15990,374.781568591
Tyler Hansbrough,IND,66,1442,2012,3.9,#N/A,58044000,15990,#VALUE!
Blake Griffin,LAC,66,2392,2012,9.2,"$5,731,080",58044000,15965,682.4885841981
Bobby Simmons,LAC,28,418,2012,0.3,"$594,836",58044000,15965,3.9269286018
Brian Cook,LAC,16,121,2012,-0.2,#N/A,58044000,15965,#VALUE!
Caron Butler,LAC,63,1871,2012,2.3,"$8,000,000",58044000,15965,132.2127754776
Chauncey Billups,LAC,20,607,2012,1.7,"$12,199,968",58044000,15965,30.8898550527
Chris Paul,LAC,60,2181,2012,12.7,"$16,359,805",58044000,15965,798.5688505998
Courtney Fortson,LAC,4,46,2012,0,"$42,009",58044000,15965,0
DeAndre Jordan,LAC,66,1798,2012,5.6,"$10,079,404",58044000,15965,305.8308279997
Eric Bledsoe,LAC,40,464,2012,0.2,"$1,596,360",58044000,15965,2.9041593113
Kenyon Martin,LAC,42,940,2012,0.9,"$2,500,000",58044000,15965,26.446307314
Mo Williams,LAC,52,1472,2012,2.8,"$8,500,000",58044000,15965,126.3142145722
Nick Young,LAC,22,518,2012,0.4,"$3,695,857",58044000,15965,6.4628859845
Randy Foye,LAC,65,1682,2012,3.2,"$4,250,000",58044000,15965,167.6650109123
Reggie Evans,LAC,56,771,2012,1.3,"$1,229,255",58044000,15965,31.3764629301
Ryan Gomes,LAC,32,425,2012,-0.2,"$4,000,000",58044000,15965,-2.6494310077
Solomon Jones,LAC,10,96,2012,0,"$280,234",58044000,15965,0
Travis Leslie,LAC,10,45,2012,0.1,"$473,604",58044000,15965,0.1409239088
Trey Thompkins,LAC,24,119,2012,0,"$473,604",58044000,15965,0
Andrew Bynum,LAL,60,2112,2012,8,"$14,900,000",58044000,16065,491.2114602195
Andrew Goudelock,LAL,40,419,2012,0.1,"$473,604",58044000,16065,1.3039903665
Christian Eyenga,LAL,1,19,2012,0,"$1,097,520",58044000,16065,0
Darius Morris,LAL,19,169,2012,-0.2,"$473,604",58044000,16065,-1.05190631
Derek Fisher,LAL,43,1101,2012,1.1,"$3,400,000",58044000,16065,37.5644102429
Devin Ebanks,LAL,24,396,2012,0.3,"$762,195",58044000,16065,3.6968414284
Jason Kapono,LAL,27,269,2012,0.1,"$1,223,166",58044000,16065,0.8368519884
Jordan Hill,LAL,7,82,2012,0.2,"$2,855,760",58044000,16065,0.5091908384
Josh McRoberts,LAL,50,718,2012,1.4,"$3,000,000",58044000,16065,31.2018293564
Kobe Bryant,LAL,58,2232,2012,6.2,"$25,244,493",58044000,16065,349.2310160522
Luke Walton,LAL,9,65,2012,0.1,"$5,680,000",58044000,16065,0.2003658981
Matt Barnes,LAL,63,1440,2012,4.3,"$1,906,200",58044000,16065,192.5092404448
Metta World Peace,LAL,64,1720,2012,2.6,"$6,790,640",58044000,16065,137.2795502692
Pau Gasol,LAL,65,2430,2012,8.3,"$18,714,150",58044000,16065,562.4782873463
Ramon Sessions,LAL,23,701,2012,1.9,"$4,257,973",58044000,16065,41.2303946959
Steve Blake,LAL,53,1237,2012,1,"$4,000,000",58044000,16065,38.3170072967
Troy Murphy,LAL,59,956,2012,1.7,"$1,352,181",58044000,16065,50.5545600302
Brian Skinner,MEM,1,4,2012,0,"$65,446",58044000,15940,0
Dante Cunningham,MEM,64,1124,2012,3.4,"$2,000,000",58044000,15940,119.7322074194
Gilbert Arenas,MEM,17,211,2012,0.4,"$19,269,307",58044000,15940,2.3556571667
Hamed Haddadi,MEM,35,206,2012,0.6,#N/A,58044000,15940,#VALUE!
Jeremy Pargo,MEM,44,424,2012,-0.8,#N/A,58044000,15940,#VALUE!
Josh Davis,MEM,15,130,2012,0.3,"$314,041",58044000,15940,1.2233017057
Josh Selby,MEM,28,237,2012,-0.5,"$550,000",58044000,15940,-3.7167302481
Lester Hudson,MEM,3,20,2012,-0.1,#N/A,58044000,15940,#VALUE!
Marc Gasol,MEM,65,2370,2012,8.2,"$12,922,194",58044000,15940,579.384946036
Marreese Speights,MEM,60,1345,2012,2.7,"$2,721,255",58044000,15940,113.6611679491
Mike Conley,MEM,62,2174,2012,6.4,"$6,611,571",58044000,15940,430.7740376291
O.J. Mayo,MEM,66,1771,2012,3.5,"$5,632,637",58044000,15940,192.6012931033
Quincy Pondexter,MEM,64,1002,2012,1.7,"$1,153,800",58044000,15940,53.4105058232
Rudy Gay,MEM,65,2422,2012,6,"$15,032,144",58044000,15940,425.2616458556
Sam Young,MEM,21,240,2012,0.2,"$947,800",58044000,15940,1.5052447137
Tony Allen,MEM,58,1525,2012,4.2,"$3,150,000",58044000,15940,200.3179534735
Zach Randolph,MEM,28,735,2012,2.1,"$15,200,000",58044000,15940,45.095760864
Chris Bosh,MIA,57,2007,2012,6.9,"$16,022,500",58044000,16040,398.7868328114
Dexter Pittman,MIA,35,301,2012,0.6,"$762,195",58044000,16040,5.628705075
Dwyane Wade,MIA,49,1625,2012,7.7,"$15,691,000",58044000,16040,361.5371472312
Eddy Curry,MIA,14,83,2012,-0.1,"$1,229,255",58044000,16040,-0.2586121381
James Jones,MIA,51,666,2012,1.7,"$1,500,000",58044000,16040,35.2694476159
Joel Anthony,MIA,64,1349,2012,3.4,"$3,600,000",58044000,16040,142.4238355309
Juwan Howard,MIA,28,190,2012,-0.3,"$1,352,181",58044000,16040,-1.7758437171
LeBron James,MIA,62,2326,2012,14.5,"$16,022,500",58044000,16040,971.229935099
Mario Chalmers,MIA,64,1825,2012,4.3,"$4,000,000",58044000,16040,243.4610957767
Mickell Gladness,MIA,8,28,2012,0,"$248,263",58044000,16040,0
Mike Miller,MIA,39,752,2012,1.8,"$5,400,000",58044000,16040,41.8293153387
Norris Cole,MIA,65,1260,2012,0,#N/A,58044000,16040,#VALUE!
Ronny Turiaf,MIA,13,221,2012,0.7,"$4,360,000",58044000,16040,4.7951100964
Shane Battier,MIA,65,1499,2012,3.3,"$3,000,000",58044000,16040,153.7869614316
Terrel Harris,MIA,22,318,2012,0.1,"$473,604",58044000,16040,0.9912058258
Udonis Haslem,MIA,64,1589,2012,3.5,"$3,780,000",58044000,16040,172.6282307555
Andrew Bogut,MIL,12,364,2012,0.5,"$12,000,000",58044000,15865,5.490736894
Beno Udrih,MIL,59,1080,2012,1.4,"$6,925,400",58044000,15865,46.9737096877
Brandon Jennings,MIL,66,2331,2012,5.5,"$2,493,720",58044000,15865,403.3040067864
Carlos Delfino,MIL,54,1537,2012,2.4,"$3,500,000",58044000,15865,115.8332051355
Darington Hobson,MIL,5,39,2012,-0.2,"$245,884",58044000,15865,-0.2458197299
Drew Gooden,MIL,56,1469,2012,3.6,"$6,226,200",58044000,15865,164.7510455452
Ekpe Udoh,MIL,23,463,2012,1.1,"$3,294,960",58044000,15865,15.9993321253
Ersan Ilyasova,MIL,60,1655,2012,6.4,"$2,541,000",58044000,15865,333.1768387603
Jon Brockman,MIL,35,239,2012,0.1,"$1,000,000",58044000,15865,0.7530068115
Jon Leuer,MIL,46,555,2012,1.4,"$473,604",58044000,15865,24.4862360745
Larry Sanders,MIL,52,643,2012,1,"$1,861,920",58044000,15865,20.243881664
Luc Mbah a Moute,MIL,43,1009,2012,2.4,"$5,000,000",58044000,15865,75.7526265703
Mike Dunleavy,MIL,55,1445,2012,4.4,"$3,750,000",58044000,15865,199.5418212301
Monta Ellis,MIL,21,755,2012,1.1,"$11,000,000",58044000,15865,25.233940983
Shaun Livingston,MIL,58,1092,2012,1.3,"$3,500,000",58044000,15865,44.5773199985
Stephen Jackson,MIL,26,712,2012,-0.3,"$9,256,500",58044000,15865,-6.5605970516
Tobias Harris,MIL,42,479,2012,0.9,"$1,418,160",58044000,15865,13.5784007606
Anthony Randolph,MIN,34,517,2012,1.1,"$2,911,231",58044000,15940,17.7938954797
Anthony Tolliver,MIN,51,882,2012,0.9,"$2,050,000",58044000,15940,24.8685647051
Brad Miller,MIN,15,146,2012,0.2,"$4,752,000",58044000,15940,0.9097956832
Darko Milicic,MIN,29,472,2012,0,"$4,776,500",58044000,15940,0
Derrick Williams,MIN,66,1418,2012,1.8,"$4,602,720",58044000,15940,79.5592985614
Jose Barea,MIN,41,1032,2012,1.2,"$4,300,000",58044000,15940,38.6324822268
Kevin Love,MIN,55,2145,2012,10,"$4,609,701",58044000,15940,668.5919809653
Luke Ridnour,MIN,53,1750,2012,3.3,"$3,680,000",58044000,15940,180.4199156147
Malcolm Lee,MIN,19,243,2012,0.1,"$500,000",58044000,15940,0.7621768146
Martell Webster,MIN,47,1140,2012,1.5,"$5,256,000",58044000,15940,53.1988260631
Michael Beasley,MIN,47,1087,2012,0.5,"$6,262,347",58044000,15940,16.8498608443
Nikola Pekovic,MIN,47,1264,2012,4.5,"$4,503,600",58044000,15940,177.3449677776
Ricky Rubio,MIN,41,1404,2012,2,"$3,480,120",58044000,15940,87.7636707635
Wayne Ellington,MIN,51,973,2012,0.8,"$1,154,040",58044000,15940,24.4069102355
Wesley Johnson,MIN,65,1469,2012,0.6,"$4,006,080",58044000,15940,27.5157298173
Al-Farouq Aminu,NOH,66,1477,2012,1.4,"$2,755,560",58044000,15940,64.7157999643
Carl Landry,NOH,41,999,2012,2.9,#N/A,58044000,15940,#VALUE!
Carldell Johnson,NOH,15,119,2012,0,"$168,035",58044000,15940,0
Chris Johnson,NOH,7,82,2012,0.1,"$762,195",58044000,15940,0.2571702026
Chris Kaman,NOH,47,1372,2012,0.7,"$14,030,000",58044000,15940,28.3653819801
DaJuan Summers,NOH,15,209,2012,0.2,"$303,137",58044000,15940,1.3111311138
Darryl Watkins,NOH,5,98,2012,0.1,#N/A,58044000,15940,#VALUE!
Donald Sloan,NOH,3,41,2012,-0.1,"$122,237",58044000,15940,-0.1286067069
Emeka Okafor,NOH,27,781,2012,1.7,"$12,541,812",58044000,15940,39.7023918332
Eric Gordon,NOH,9,310,2012,0.7,"$3,831,184",58044000,15940,6.7771207597
Greivis Vasquez,NOH,66,1706,2012,2.3,"$1,113,600",58044000,15940,123.0349975695
Gustavo Ayon,NOH,54,1088,2012,3.2,"$1,567,500",58044000,15940,109.1298903049
Jarrett Jack,NOH,45,1530,2012,3.8,"$5,000,000",58044000,15940,181.0181301941
Jason Smith,NOH,40,947,2012,2.2,"$2,500,000",58044000,15940,65.2300847627
Jeff Foote,NOH,4,39,2012,-0.1,"$225,341",58044000,15940,-0.1223319078
Jerome Dyson,NOH,9,180,2012,0.1,#N/A,58044000,15940,#VALUE!
Lance Thomas,NOH,42,630,2012,1.2,"$328,444",58044000,15940,23.7131679305
Marco Belinelli,NOH,66,1966,2012,2.9,"$3,377,604",58044000,15940,178.2338254543
Solomon Jones,NOH,11,196,2012,0.2,"$280,234",58044000,15940,1.2295823802
Trevor Ariza,NOH,41,1350,2012,2.2,"$6,790,640",58044000,15940,91.8867550886
Trey Johnson,NOH,11,61,2012,0.1,#N/A,58044000,15940,#VALUE!
Xavier Henry,NOH,45,759,2012,0.2,"$2,171,640",58044000,15940,4.7549408031
Amare Stoudemire,NYK,47,1543,2012,4.1,"$18,217,705",58044000,15940,178.8929476886
Baron Davis,NYK,29,595,2012,0.2,"$13,900,000",58044000,15940,3.5186838309
Bill Walker,NYK,32,620,2012,0.9,#N/A,58044000,15940,#VALUE!
Carmelo Anthony,NYK,55,1876,2012,6.2,"$18,518,574",58044000,15940,327.7061781955
Dan Gadzuric,NYK,2,13,2012,0,#N/A,58044000,15940,#VALUE!
Iman Shumpert,NYK,59,1705,2012,2.4,"$1,563,120",58044000,15940,128.2632496358
J.R. Smith,NYK,35,967,2012,2.5,"$2,382,353",58044000,15940,75.7034966234
Jared Jeffries,NYK,39,729,2012,1.7,"$1,229,255",58044000,15940,38.8564669128
Jeremy Lin,NYK,35,940,2012,2.7,"$762,195",58044000,15940,79.597313925
Jerome Jordan,NYK,21,108,2012,0.5,"$473,604",58044000,15940,1.6937391753
Josh Harrellson,NYK,37,540,2012,1.4,"$473,604",58044000,15940,23.7123484547
Landry Fields,NYK,66,1894,2012,3.4,"$762,195",58044000,15940,201.9601508082
Mike Bibby,NYK,39,557,2012,0.7,"$1,352,181",58044000,15940,12.2236011174
Renaldo Balkman,NYK,14,115,2012,0.3,"$1,675,000",58044000,15940,1.0812819982
Steve Novak,NYK,54,1020,2012,3.9,"$992,680",58044000,15940,124.7439301732
Toney Douglas,NYK,38,656,2012,-0.6,"$1,145,640",58044000,15940,-12.3414889147
Tyson Chandler,NYK,62,2061,2012,9.5,"$13,107,837",58044000,15940,582.8418404203
Cole Aldrich,OKC,26,173,2012,0.6,"$2,286,000",58044000,15990,3.2407441078
Daequan Cook,OKC,57,989,2012,1.6,"$3,341,558",58044000,15990,49.3169341476
Derek Fisher,OKC,20,407,2012,0.1,"$3,400,000",58044000,15990,1.2683036611
Eric Maynor,OKC,9,137,2012,0.1,"$1,516,680",58044000,15990,0.4281002525
James Harden,OKC,62,1946,2012,9.3,"$4,604,760",58044000,15990,562.3483312908
Kendrick Perkins,OKC,65,1744,2012,2,"$7,123,626",58044000,15990,107.4253642893
Kevin Durant,OKC,66,2546,2012,12.2,"$15,506,632",58044000,15990,901.9493023616
Lazar Hayward,OKC,26,141,2012,-0.1,"$1,097,520",58044000,15990,-0.4407429285
Nazr Mohammed,OKC,63,692,2012,1.3,"$3,750,000",58044000,15990,28.0126675787
Nick Collison,OKC,63,1307,2012,3.5,"$3,272,997",58044000,15990,142.5877043105
Reggie Jackson,OKC,45,501,2012,0.1,"$1,156,320",58044000,15990,1.5659823992
Royal Ivey,OKC,34,354,2012,0.2,"$1,200,000",58044000,15990,2.2129374344
Russell Westbrook,OKC,66,2331,2012,7.9,"$5,082,416",58044000,15990,571.4106587794
Ryan Reid,OKC,5,17,2012,0.1,#N/A,58044000,15990,#VALUE!
Serge Ibaka,OKC,66,1792,2012,6.2,"$1,288,200",58044000,15990,347.2460147694
Thabo Sefolosha,OKC,42,914,2012,1.8,"$3,300,000",58044000,15990,51.2783677627
Chris Duhon,ORL,63,1226,2012,1.3,"$3,500,000",58044000,15965,49.7339485101
Daniel Orton,ORL,16,187,2012,0.5,"$1,105,560",58044000,15965,2.927218276
DeAndre Liggins,ORL,17,115,2012,0,#N/A,58044000,15965,#VALUE!
Dwight Howard,ORL,54,2070,2012,7.7,"$18,091,770",58044000,15965,450.6893075951
Earl Clark,ORL,45,559,2012,0.3,"$1,160,000",58044000,15965,5.2500163376
Glen Davis,ORL,61,1427,2012,1.7,"$6,300,000",58044000,15965,75.0805357602
Hedo Turkoglu,ORL,53,1653,2012,2.1,"$11,015,850",58044000,15965,104.8001944255
Ishmael Smith,ORL,20,171,2012,0.2,"$522,486",58044000,15965,1.0710062275
J.J. Redick,ORL,65,1765,2012,5.2,"$6,750,000",58044000,15965,283.5540319002
Jameer Nelson,ORL,57,1706,2012,3.5,"$7,800,000",58044000,15965,183.6258837449
Jason Richardson,ORL,54,1591,2012,2.8,"$5,395,000",58044000,15965,138.3123883884
Justin Harper,ORL,14,84,2012,-0.3,"$473,604",58044000,15965,-0.7891738895
Larry Hughes,ORL,9,114,2012,-0.5,"$414,443",58044000,15965,-1.7850640162
Quentin Richardson,ORL,48,866,2012,1.3,"$2,446,600",58044000,15965,35.1957345492
Ryan Anderson,ORL,61,1964,2012,8.9,"$2,244,601",58044000,15965,546.6163679714
Von Wafer,ORL,33,469,2012,0.4,#N/A,58044000,15965,#VALUE!
Andre Iguodala,PHI,62,2209,2012,7.3,"$13,531,750",58044000,15915,479.0851676626
Andres Nocioni,PHI,11,56,2012,-0.2,"$6,650,000",58044000,15915,-0.3472507093
Craig Brackins,PHI,14,88,2012,-0.1,"$1,404,960",58044000,15915,-0.276306761
Elton Brand,PHI,60,1732,2012,6.1,"$17,059,727",58044000,15915,303.253025352
Evan Turner,PHI,65,1713,2012,2.4,"$4,947,840",58044000,15915,128.2226377701
Francisco Elson,PHI,5,16,2012,0,"$305,792",58044000,15915,0
Jodie Meeks,PHI,66,1644,2012,4.1,"$854,389",58044000,15915,211.7166058679
Jrue Holiday,PHI,65,2196,2012,4.2,"$1,741,440",58044000,15915,289.5035493522
Lavoy Allen,PHI,41,624,2012,1.6,"$473,604",58044000,15915,31.3645469926
Louis Williams,PHI,64,1682,2012,6.1,"$5,176,000",58044000,15915,319.7804385742
Nikola Vucevic,PHI,51,812,2012,1.8,"$1,645,400",58044000,15915,45.8820449147
Sam Young,PHI,14,135,2012,0,"$947,800",58044000,15915,0
Spencer Hawes,PHI,37,920,2012,2.9,"$4,051,024",58044000,15915,83.4120096351
Thaddeus Young,PHI,63,1755,2012,6.3,"$7,478,261",58044000,15915,341.5950736263
Tony Battie,PHI,27,295,2012,0.5,"$1,352,181",58044000,15915,4.6314782482
Xavier Silas,PHI,2,39,2012,-0.1,#N/A,58044000,15915,#VALUE!
Channing Frye,PHO,64,1669,2012,3.7,"$5,600,000",58044000,15840,193.1129938188
Grant Hill,PHO,49,1378,2012,1.6,"$6,500,000",58044000,15840,68.7231971038
Hakim Warrick,PHO,35,503,2012,0.5,"$4,000,000",58044000,15840,7.9010611694
Jared Dudley,PHO,65,2020,2012,5.1,"$4,250,000",58044000,15840,323.4459838064
Josh Childress,PHO,34,491,2012,0.9,"$6,000,000",58044000,15840,13.7998154614
Marcin Gortat,PHO,66,2114,2012,7.6,"$6,790,640",58044000,15840,500.2051752706
Markieff Morris,PHO,63,1227,2012,1.5,"$1,919,160",58044000,15840,58.0330785348
Michael Redd,PHO,51,770,2012,0.8,#N/A,58044000,15840,#VALUE!
Robin Lopez,PHO,64,895,2012,2.1,"$2,862,602",58044000,15840,59.1833521465
Ronnie Price,PHO,36,517,2012,0.1,#N/A,58044000,15840,#VALUE!
Sebastian Telfair,PHO,60,895,2012,1.1,"$1,500,000",58044000,15840,31.055635052
Shannon Brown,PHO,59,1400,2012,1.6,"$3,500,000",58044000,15840,70.4499812499
Steve Nash,PHO,62,1961,2012,5.9,"$11,689,062",58044000,15840,350.4003293403
Armon Johnson,POR,1,5,2012,0,"$762,195",58044000,15965,0
Chris Johnson,POR,20,93,2012,0.1,"$762,195",58044000,15965,0.291211913
Craig Smith,POR,47,464,2012,1,"$992,680",58044000,15965,14.5275379541
Elliot Williams,POR,24,149,2012,0.3,"$1,348,800",58044000,15965,1.39918142
Gerald Wallace,POR,42,1503,2012,3.5,"$9,500,000",58044000,15965,160.3377463061
Hasheem Thabeet,POR,15,116,2012,0.2,"$5,127,720",58044000,15965,0.7209188928
J.J. Hickson,POR,19,600,2012,1.8,"$2,354,537",58044000,15965,33.7683327967
Jamal Crawford,POR,60,1613,2012,2.3,"$5,000,000",58044000,15965,115.3263759232
Joel Przybilla,POR,27,449,2012,0.3,"$1,145,027",58044000,15965,4.216961526
Jonny Flynn,POR,18,281,2012,0.1,"$3,414,720",58044000,15965,0.8770042988
Kurt Thomas,POR,53,803,2012,1.1,#N/A,58044000,15965,#VALUE!
LaMarcus Aldridge,POR,55,1994,2012,7,"$12,372,000",58044000,15965,417.2832861034
Luke Babbitt,POR,40,537,2012,0.7,"$1,768,800",58044000,15965,11.7616952057
Marcus Camby,POR,40,894,2012,1.9,"$11,227,250",58044000,15965,51.2072933138
Nicolas Batum,POR,59,1791,2012,4.8,"$2,155,365",58044000,15965,268.8677115693
Nolan Smith,POR,44,541,2012,-0.3,#N/A,58044000,15965,#VALUE!
Raymond Felton,POR,60,1906,2012,1.7,"$7,560,000",58044000,15965,99.7567542632
Wesley Matthews,POR,66,2228,2012,4.8,"$6,135,160",58044000,15965,331.1907441137
Chuck Hayes,SAC,54,1039,2012,0.6,"$5,250,000",58044000,15915,19.4250704808
DeMarcus Cousins,SAC,64,1950,2012,4.2,"$3,627,720",58044000,15915,256.2993509778
Donte Greene,SAC,53,777,2012,0.7,"$2,015,896",58044000,15915,17.0670419231
Francisco Garcia,SAC,49,798,2012,0.8,"$5,800,000",58044000,15915,19.8562888802
Hassan Whiteside,SAC,18,109,2012,0.2,"$762,195",58044000,15915,0.6847703734
Isaiah Thomas,SAC,65,1656,2012,4.3,"$473,604",58044000,15915,223.6985839589
J.J. Hickson,SAC,35,644,2012,-0.1,"$2,354,537",58044000,15915,-2.0199192639
Jason Thompson,SAC,64,1657,2012,3.9,"$3,001,284",58044000,15915,202.4826349961
Jimmer Fredette,SAC,61,1135,2012,0.3,"$2,238,360",58044000,15915,10.6815468609
John Salmons,SAC,46,1250,2012,0.4,"$8,500,000",58044000,15915,15.3715856349
Marcus Thornton,SAC,51,1780,2012,3.8,"$7,000,000",58044000,15915,209.4132874516
Terrence Williams,SAC,18,369,2012,0.4,"$2,369,040",58044000,15915,4.6294101102
Travis Outlaw,SAC,39,500,2012,-0.1,"$4,000,000",58044000,15915,-1.5633851172
Tyler Honeycutt,SAC,15,88,2012,0,#N/A,58044000,15915,#VALUE!
Tyreke Evans,SAC,63,2162,2012,2.7,"$4,151,640",58044000,15915,182.4547993189
Boris Diaw,SAS,20,406,2012,1.1,"$9,000,000",58044000,15940,13.6719839634
Cory Joseph,SAS,29,266,2012,0,"$1,028,400",58044000,15940,0
Danny Green,SAS,66,1522,2012,4.5,"$854,389",58044000,15940,214.7903398535
DeJuan Blair,SAS,64,1363,2012,4,"$986,000",58044000,15940,170.9669623554
Derrick Byars,SAS,2,37,2012,0.1,#N/A,58044000,15940,#VALUE!
Eric Dawson,SAS,4,39,2012,0.1,"$38,172",58044000,15940,0.1223336987
Gary Neal,SAS,56,1206,2012,2.5,"$762,195",58044000,15940,94.5570927832
Ike Diogu,SAS,2,14,2012,0,"$64,028",58044000,15940,0
James Anderson,SAS,51,603,2012,0.5,"$1,463,520",58044000,15940,9.4513275726
Justin Dentmon,SAS,2,19,2012,0,#N/A,58044000,15940,#VALUE!
Kawhi Leonard,SAS,64,1534,2012,5.5,"$1,731,960",58044000,15940,264.4130524502
Malcolm Thomas,SAS,3,15,2012,0,"$103,104",58044000,15940,0
Manu Ginobili,SAS,34,792,2012,4.2,"$12,981,038",58044000,15940,99.1226037963
Matt Bonner,SAS,65,1326,2012,4,"$3,315,000",58044000,15940,165.8312298991
Patrick Mills,SAS,16,261,2012,0.9,#N/A,58044000,15940,#VALUE!
Richard Jefferson,SAS,41,1168,2012,2.4,"$9,282,000",58044000,15940,85.6811777939
Stephen Jackson,SAS,21,500,2012,0.9,"$9,256,500",58044000,15940,13.7564504829
T.J. Ford,SAS,14,191,2012,0.2,#N/A,58044000,15940,#VALUE!
Tiago Splitter,SAS,59,1121,2012,4.6,"$3,672,000",58044000,15940,161.1029686587
Tim Duncan,SAS,58,1634,2012,5.9,"$21,164,619",58044000,15940,262.1966561485
Tony Parker,SAS,60,1923,2012,7.1,"$12,500,000",58044000,15940,408.4095658325
Aaron Gray,TOR,49,813,2012,1.4,"$2,500,000",58044000,15965,35.5805992728
Alan Anderson,TOR,17,461,2012,0.3,#N/A,58044000,15965,#VALUE!
Amir Johnson,TOR,64,1553,2012,4,"$5,500,000",58044000,15965,192.8037791616
Andrea Bargnani,TOR,31,1032,2012,2.2,"$9,250,000",58044000,15965,69.2997325258
Anthony Carter,TOR,24,209,2012,0,"$1,352,181",58044000,15965,0
Ben Uzoh,TOR,16,357,2012,0.2,#N/A,58044000,15965,#VALUE!
DeMar DeRozan,TOR,63,2206,2012,2.5,"$2,625,000",58044000,15965,172.3683216396
Ed Davis,TOR,66,1534,2012,3.9,"$2,063,040",58044000,15965,187.129416959
Gary Forbes,TOR,48,713,2012,0.8,"$1,500,000",58044000,15965,17.85214745
Jamaal Magloire,TOR,34,374,2012,-0.2,"$1,352,181",58044000,15965,-2.3413531629
James Johnson,TOR,62,1561,2012,2.6,"$1,833,120",58044000,15965,126.9825234335
Jerryd Bayless,TOR,31,705,2012,2,"$3,042,280",58044000,15965,44.0377859908
Jose Calderon,TOR,53,1799,2012,5.1,"$9,780,992",58044000,15965,279.1848780184
Justin Dentmon,TOR,4,72,2012,-0.1,#N/A,58044000,15965,#VALUE!
Leandro Barbosa,TOR,42,946,2012,1,"$7,600,000",58044000,15965,29.1193787212
Linas Kleiza,TOR,49,1057,2012,1.5,"$4,605,000",58044000,15965,49.3429518486
Rasual Butler,TOR,34,453,2012,-0.2,"$1,229,255",58044000,15965,-2.8361843175
Solomon Alabi,TOR,14,122,2012,0.2,"$830,000",58044000,15965,0.764015371
Al Jefferson,UTA,61,2075,2012,7.5,"$14,000,000",58044000,16165,453.3603808574
Alec Burks,UTA,59,939,2012,1.5,"$2,020,200",58044000,16165,43.5135724141
Blake Ahearn,UTA,4,30,2012,-0.2,#N/A,58044000,16165,#VALUE!
C.J. Miles,UTA,56,1145,2012,1.5,"$3,700,000",58044000,16165,52.9081696033
DeMarre Carroll,UTA,20,327,2012,0.4,"$544,331",58044000,16165,4.0454221091
Derrick Favors,UTA,65,1376,2012,3,"$4,443,360",58044000,16165,126.9350239075
Devin Harris,UTA,63,1741,2012,4.2,"$9,319,000",58044000,16165,220.3438624406
Earl Watson,UTA,50,1033,2012,0.4,"$2,000,000",58044000,16165,12.7655250463
Enes Kanter,UTA,66,874,2012,1.7,"$4,133,280",58044000,16165,45.7242756357
Gordon Hayward,UTA,66,2015,2012,4.9,"$2,532,960",58044000,16165,304.8158863892
Jamaal Tinsley,UTA,37,507,2012,0.1,#N/A,58044000,16165,#VALUE!
Jeremy Evans,UTA,29,217,2012,0.9,"$762,195",58044000,16165,6.03978732
Josh Howard,UTA,43,991,2012,0.5,"$2,150,000",58044000,16165,15.3052941929
Paul Millsap,UTA,64,2100,2012,7.8,"$8,103,435",58044000,16165,496.7752900089
Raja Bell,UTA,34,796,2012,1.1,"$3,240,000",58044000,16165,26.9988174824
Andray Blatche,WAS,26,626,2012,-0.1,"$6,442,083",58044000,15865,-1.9485943009
Brian Cook,WAS,16,155,2012,0.2,#N/A,58044000,15865,#VALUE!
Cartier Martin,WAS,17,391,2012,0.7,#N/A,58044000,15865,#VALUE!
Chris Singleton,WAS,66,1431,2012,1.5,"$1,485,000",58044000,15865,67.6046335728
Edwin Ubiles,WAS,4,52,2012,0,#N/A,58044000,15865,#VALUE!
Hamady N'Diaye,WAS,3,3,2012,0,"$270,427",58044000,15865,0
James Singleton,WAS,12,262,2012,1,#N/A,58044000,15865,#VALUE!
Jan Vesely,WAS,57,1078,2012,1.7,"$3,065,040",58044000,15865,57.5950188506
JaVale McGee,WAS,41,1124,2012,2.8,"$2,462,400",58044000,15865,99.008381739
John Wall,WAS,66,2386,2012,3.5,"$5,530,080",58044000,15865,260.8004083257
Jordan Crawford,WAS,64,1753,2012,1.1,"$1,120,440",58044000,15865,60.7494952046
Kevin Seraphin,WAS,57,1176,2012,2.3,"$1,680,360",58044000,15865,85.1728061012
Maurice Evans,WAS,24,343,2012,0.3,"$1,223,166",58044000,15865,3.2415475797
