PlayerName,Team,Games,Min,Season,WS,Salary,SalaryCap,TeamsTotalMinutes,SVR
Al Horford,ATL,76,2318,2015,8.7,"$12,000,000.00",58044000,19730,489.2208085438
DeMarre Carroll,ATL,70,2189,2015,7,"$2,442,455.00",58044000,19730,387.6297002216
Dennis Schroder,ATL,77,1516,2015,2.5,"$1,690,680.00",58044000,19730,95.9651421299
Elton Brand,ATL,36,486,2015,0.7,"$2,000,000.00",58044000,19730,8.6111529302
Jeff Teague,ATL,73,2228,2015,7.7,"$8,000,000.00",58044000,19730,426.5005033333
John Jenkins,ATL,24,297,2015,0.9,"$1,312,920.00",58044000,19730,6.7704825001
Kent Bazemore,ATL,75,1324,2015,1.6,"$1,115,243.00",58044000,19730,53.6649253415
Kyle Korver,ATL,75,2418,2015,7.5,"$6,253,521.00",58044000,19730,454.2448046439
Mike Muscala,ATL,40,502,2015,1.9,"$816,482.00",58044000,19730,24.1665299594
Mike Scott,ATL,68,1123,2015,2.7,"$1,115,243.00",58044000,19730,76.8114709818
Paul Millsap,ATL,73,2390,2015,8.3,"$9,500,000.00",58044000,19730,489.2452083741
Pero Antic,ATL,63,1037,2015,1.5,"$1,250,000.00",58044000,19730,39.4013837118
Shelvin Mack,ATL,55,833,2015,1.3,"$1,148,163.00",58044000,19730,27.4322422257
Thabo Sefolosha,ATL,52,976,2015,2.5,"$4,150,000.00",58044000,19730,61.518676828
Alan Anderson,BKN,74,1744,2015,2.7,"$1,063,384.00",58044000,19930,118.0938175609
Andrei Kirilenko,BKN,7,36,2015,0,"$3,326,235.00",58044000,19930,0
Bojan Bogdanovic,BKN,78,1854,2015,2.4,"$3,278,000.00",58044000,19930,111.2746772184
Brook Lopez,BKN,72,2100,2015,7,"$15,719,063.00",58044000,19930,341.7437937449
Cory Jefferson,BKN,50,531,2015,0.8,"$507,336.00",58044000,19930,10.6564863654
Darius Morris,BKN,38,299,2015,-0.4,"$702,756.00",58044000,19930,-3.0000619226
Deron Williams,BKN,68,2114,2015,3.6,"$19,754,465.00",58044000,19930,168.8132934986
Earl Clark,BKN,10,93,2015,-0.1,"$4,250,000.00",58044000,19930,-0.2320657477
Jarrett Jack,BKN,80,2241,2015,2.6,"$6,300,000.00",58044000,19930,144.454573774
Jerome Jordan,BKN,44,383,2015,1.2,"$915,243.00",58044000,19930,11.5274894238
Joe Johnson,BKN,80,2791,2015,4.1,"$23,180,790.00",58044000,19930,241.2946545844
Markel Brown,BKN,47,781,2015,0.5,"$507,336.00",58044000,19930,9.7960403147
Mason Plumlee,BKN,82,1743,2015,4.8,"$1,357,080.00",58044000,19930,209.779895775
Mirza Teletovic,BKN,40,892,2015,0.5,"$3,368,100.00",58044000,19930,11.1514871027
Sergey Karasev,BKN,33,555,2015,0.7,"$1,533,840.00",58044000,19930,9.7398070326
Avery Bradley,BOS,77,2428,2015,2.5,"$3,581,302.00",58044000,19880,152.0848174768
Brandon Bass,BOS,82,1929,2015,5.3,"$6,900,000.00",58044000,19880,253.5016439395
Evan Turner,BOS,82,2260,2015,2.5,"$8,717,226.00",58044000,19880,138.8974977454
Gerald Wallace,BOS,32,286,2015,0.1,"$10,105,855.00",58044000,19880,0.6975111452
James Young,BOS,31,332,2015,0.3,"$1,674,480.00",58044000,19880,2.5029454107
Jared Sullinger,BOS,58,1566,2015,4,"$1,424,520.00",58044000,19880,157.4503800213
Kelly Olynyk,BOS,64,1423,2015,3.6,"$2,075,760.00",58044000,19880,128.6782798157
Marcus Smart,BOS,67,1808,2015,2.9,"$3,283,320.00",58044000,19880,131.4492765728
Phil Pressey,BOS,50,600,2015,0.8,"$816,482.00",58044000,19880,12.0700458427
Tyler Zeller,BOS,82,1731,2015,6.5,"$1,703,760.00",58044000,19880,282.7415942204
Al Jefferson,CHA,65,1992,2015,4.7,"$13,500,000.00",58044000,19905,222.4553110782
Bismack Biyombo,CHA,64,1243,2015,4,"$3,873,398.00",58044000,19905,124.3370716689
Brian Roberts,CHA,72,1330,2015,1.8,"$1,115,243.00",58044000,19905,60.1134441398
Cody Zeller,CHA,62,1487,2015,3.8,"$4,030,560.00",58044000,19905,141.2547978568
Gerald Henderson,CHA,80,2315,2015,3.6,"$6,000,000.00",58044000,19905,207.107472529
Jannero Pargo,CHA,9,73,2015,0.2,#N/A,58044000,19905,#VALUE!
Jason Maxiell,CHA,61,878,2015,1.4,"$2,500,000.00",58044000,19905,30.8193851155
Jeffery Taylor,CHA,29,430,2015,0.3,"$915,243.00",58044000,19905,3.2395861941
Kemba Walker,CHA,62,2119,2015,4.5,"$3,272,091.00",58044000,19905,238.7640649064
Lance Stephenson,CHA,61,1573,2015,-0.9,#N/A,58044000,19905,#VALUE!
Marvin Williams,CHA,78,2035,2015,4.3,"$7,000,000.00",58044000,19905,216.6097323977
Michael Kidd-Gilchrist,CHA,55,1587,2015,3.8,"$5,016,960.00",58044000,19905,150.3528421352
Noah Vonleh,CHA,25,259,2015,0.5,"$2,524,200.00",58044000,19905,3.246799603
P.J. Hairston,CHA,45,687,2015,0.3,"$1,149,720.00",58044000,19905,5.1750599708
Aaron Brooks,CHI,82,1885,2015,3.3,"$1,145,685.00",58044000,19880,156.3902542968
Cameron Bairstow,CHI,18,64,2015,-0.1,"$507,336.00",58044000,19880,-0.1609534975
Derrick Rose,CHI,51,1530,2015,1.2,"$18,862,876.00",58044000,19880,41.3003464968
Doug McDermott,CHI,36,321,2015,0,"$2,277,960.00",58044000,19880,0
E'Twaun Moore,CHI,56,504,2015,0.8,"$1,148,163.00",58044000,19880,10.1368771169
Jimmy Butler,CHI,65,2513,2015,11.2,"$2,008,748.00",58044000,19880,707.0395103349
Joakim Noah,CHI,67,2049,2015,5.6,"$12,200,000.00",58044000,19880,275.8421828427
Kirk Hinrich,CHI,66,1610,2015,1,"$2,730,000.00",58044000,19880,40.4033820636
Mike Dunleavy,CHI,63,1838,2015,4.1,"$3,326,235.00",58044000,19880,188.9097865732
Nazr Mohammed,CHI,23,128,2015,0.1,#N/A,58044000,19880,#VALUE!
Nikola Mirotic,CHI,82,1654,2015,5.7,"$5,305,000.00",58044000,19880,235.1369998835
Pau Gasol,CHI,78,2681,2015,10.4,"$7,128,000.00",58044000,19880,690.6920183799
Taj Gibson,CHI,62,1692,2015,4.8,"$8,000,000.00",58044000,19880,200.3853362361
Tony Snell,CHI,72,1412,2015,2.4,"$1,472,400.00",58044000,19880,85.1765433966
Alex Kirk,CLE,5,14,2015,0,#N/A,58044000,19780,#VALUE!
Anderson Varejao,CLE,26,636,2015,1.9,"$9,704,545.00",58044000,19780,29.6921392755
Brendan Haywood,CLE,22,119,2015,0,"$2,213,688.00",58044000,19780,0
James Jones,CLE,57,669,2015,1.5,"$1,448,490.00",58044000,19780,25.3507347481
Joe Harris,CLE,51,493,2015,0.2,"$884,879.00",58044000,19780,2.4918373221
Kevin Love,CLE,75,2532,2015,8.7,"$15,719,063.00",58044000,19780,515.9971072738
Kyrie Irving,CLE,75,2730,2015,10.4,"$7,070,730.00",58044000,19780,707.0445445229
LeBron James,CLE,69,2493,2015,10.4,"$20,590,000.00",58044000,19780,572.9190225785
Matthew Dellavedova,CLE,67,1380,2015,1.9,"$816,482.00",58044000,19780,66.2659551699
Mike Miller,CLE,52,701,2015,0.4,"$6,600,000.00",58044000,19780,6.9963255656
Shawn Marion,CLE,57,1101,2015,1.7,"$1,448,490.00",58044000,19780,47.2834780548
Tristan Thompson,CLE,82,2194,2015,6.8,"$5,138,430.00",58044000,19780,374.1728818348
Will Cherry,CLE,8,69,2015,0,"$25,000.00",58044000,19780,0
Al-Farouq Aminu,DAL,74,1366,2015,3.3,"$981,084.00",58044000,19880,113.3428611336
Bernard James,DAL,16,158,2015,0.5,"$1,115,243.00",58044000,19880,1.9861880208
Chandler Parsons,DAL,66,2186,2015,5.5,"$964,750.00",58044000,19880,302.3057985344
Charlie Villanueva,DAL,64,678,2015,1.4,#N/A,58044000,19880,#VALUE!
Devin Harris,DAL,76,1685,2015,4.2,"$3,878,000.00",58044000,19880,177.1984397066
Dirk Nowitzki,DAL,77,2282,2015,7.2,"$7,974,482.00",58044000,19880,405.4394823208
Greg Smith,DAL,42,363,2015,0.8,"$1,148,163.00",58044000,19880,7.3009650663
Jose Barea,DAL,77,1362,2015,2.7,"$1,310,286.00",58044000,19880,92.4428080544
Monta Ellis,DAL,80,2699,2015,3.6,"$8,360,000.00",58044000,19880,239.3068536103
Raymond Felton,DAL,29,281,2015,0.2,"$3,793,693.00",58044000,19880,1.4074427945
Richard Jefferson,DAL,74,1244,2015,2.3,"$1,448,490.00",58044000,19880,71.9169561628
Tyson Chandler,DAL,75,2286,2015,10.3,"$14,596,888.00",58044000,19880,554.746366354
Danilo Gallinari,DEN,59,1426,2015,3.9,"$10,854,850.00",58044000,19880,134.9824223806
Darrell Arthur,DEN,58,988,2015,0.9,"$3,457,149.00",58044000,19880,22.284848324
Erick Green,DEN,43,410,2015,0,"$507,336.00",58044000,19880,0
Gary Harris,DEN,55,719,2015,-0.7,"$1,519,200.00",58044000,19880,-12.649779173
J.J. Hickson,DEN,73,1411,2015,1.8,"$5,381,750.00",58044000,19880,63.3291265377
Jamaal Franklin,DEN,3,13,2015,0,"$816,482.00",58044000,19880,0
Joffrey Lauvergne,DEN,24,268,2015,0.1,"$1,790,280.00",58044000,19880,0.6734030329
Jusuf Nurkic,DEN,62,1103,2015,1.6,"$1,762,680.00",58044000,19880,44.3453841694
Kenneth Faried,DEN,75,2086,2015,5.6,"$2,249,768.00",58044000,19880,293.3614327258
Randy Foye,DEN,50,1087,2015,1,"$3,000,000.00",58044000,19880,27.2660025724
Ty Lawson,DEN,75,2665,2015,7,"$11,595,506.00",58044000,19880,450.4654946372
Wilson Chandler,DEN,78,2471,2015,3.6,"$6,757,913.00",58044000,19880,220.6996249174
Andre Drummond,DET,82,2502,2015,7.7,"$2,568,360.00",58044000,19830,484.8129021234
Brandon Jennings,DET,41,1173,2015,3.3,"$8,000,000.00",58044000,19830,95.7480547379
Caron Butler,DET,78,1623,2015,2.4,"$4,500,000.00",58044000,19830,97.6245061367
Cartier Martin,DET,23,198,2015,-0.2,"$1,145,685.00",58044000,19830,-0.9980981329
Greg Monroe,DET,69,2137,2015,6.8,"$5,479,934.00",58044000,19830,363.13858411
Jodie Meeks,DET,60,1462,2015,3.1,"$6,000,000.00",58044000,19830,113.0552687625
Joel Anthony,DET,49,406,2015,1.2,"$3,800,000.00",58044000,19830,12.2317664919
John Lucas,DET,21,272,2015,0.3,"$123,827.00",58044000,19830,2.0574792897
Kentavious Caldwell-Pope,DET,82,2587,2015,2.8,"$2,772,480.00",58044000,19830,182.2257605084
Spencer Dinwiddie,DET,34,455,2015,0.1,"$700,000.00",58044000,19830,1.1470847836
Andre Iguodala,GSW,77,2069,2015,5.1,"$12,289,544.00",58044000,19730,255.4199505776
Andrew Bogut,GSW,67,1583,2015,5.2,"$12,972,973.00",58044000,19730,198.1856119454
Brandon Rush,GSW,33,271,2015,-0.3,#N/A,58044000,19730,#VALUE!
David Lee,GSW,49,904,2015,3.2,"$15,012,000.00",58044000,19730,68.4059820492
Draymond Green,GSW,79,2490,2015,8.5,"$915,243.00",58044000,19730,536.2325821056
Festus Ezeli,GSW,46,504,2015,1.7,"$1,112,880.00",58044000,19730,21.7051453523
Harrison Barnes,GSW,82,2318,2015,6.7,"$3,049,920.00",58044000,19730,392.4916478938
James Michael McAdoo,GSW,15,137,2015,0.5,"$167,122.00",58044000,19730,1.7359207333
Justin Holiday,GSW,59,657,2015,1.3,"$816,482.00",58044000,19730,21.6404206734
Klay Thompson,GSW,77,2455,2015,8.8,"$3,075,880.00",58044000,19730,545.953679563
Leandro Barbosa,GSW,66,982,2015,2.8,"$1,448,490.00",58044000,19730,69.6372953966
Marreese Speights,GSW,76,1207,2015,4,"$3,657,500.00",58044000,19730,121.865941142
Ognjen Kuzmic,GSW,16,72,2015,0.3,"$816,482.00",58044000,19730,0.5472814501
Shaun Livingston,GSW,78,1468,2015,3.3,"$5,305,000.00",58044000,19730,121.7418514186
Stephen Curry,GSW,80,2613,2015,15.7,"$10,629,213.00",58044000,19730,1004.7742241097
Clint Capela,HOU,12,90,2015,0,"$1,189,200.00",58044000,19805,0
Donatas Motiejunas,HOU,71,2037,2015,4.7,"$1,483,920.00",58044000,19805,241.5461393986
Dwight Howard,HOU,41,1223,2015,3.6,"$21,436,271.00",58044000,19805,95.9934444901
Francisco Garcia,HOU,14,200,2015,-0.2,"$1,316,809.00",58044000,19805,-1.0093262586
James Harden,HOU,81,2981,2015,16.4,"$14,728,844.00",58044000,19805,1154.7701399394
Jason Terry,HOU,77,1641,2015,3.6,"$5,850,313.00",58044000,19805,147.6290259375
Joey Dorsey,HOU,69,854,2015,1.9,"$948,163.00",58044000,19805,40.953471977
Kostas Papanikolaou,HOU,43,795,2015,0.5,"$4,800,000.00",58044000,19805,9.9667168065
Nick Johnson,HOU,28,262,2015,-0.1,"$507,336.00",58044000,19805,-0.6613985962
Patrick Beverley,HOU,56,1727,2015,3.5,"$915,243.00",58044000,19805,152.5624120153
Terrence Jones,HOU,33,889,2015,3,"$1,618,680.00",58044000,19805,67.2791188299
Trevor Ariza,HOU,82,2930,2015,6.6,"$8,579,089.00",58044000,19805,477.5447156236
C.J. Miles,IND,70,1841,2015,3.6,"$4,205,000.00",58044000,19855,166.0240864398
C.J. Watson,IND,57,1422,2015,4,"$2,077,000.00",58044000,19855,143.0550710774
Chris Copeland,IND,50,828,2015,-0.1,"$3,135,000.00",58044000,19855,-2.0790344763
Damjan Rudez,IND,68,1047,2015,1.3,"$1,100,000.00",58044000,19855,34.263690928
David West,IND,66,1895,2015,4.3,"$12,000,000.00",58044000,19855,196.429676113
Donald Sloan,IND,53,1107,2015,2,"$948,163.00",58044000,19855,55.7393406115
George Hill,IND,43,1267,2015,5.4,"$8,000,000.00",58044000,19855,169.0212094099
Ian Mahinmi,IND,61,1146,2015,2.1,"$4,000,000.00",58044000,19855,60.3165694738
Lavoy Allen,IND,63,1070,2015,2.8,"$3,825,000.00",58044000,19855,75.1193557998
Luis Scola,IND,81,1659,2015,4.4,"$4,868,499.00",58044000,19855,182.5294879327
Paul George,IND,6,91,2015,0,"$4,470,088.00",58044000,19855,0
Rodney Stuckey,IND,71,1874,2015,4,"$1,227,985.00",58044000,19855,188.6840829579
Roy Hibbert,IND,76,1926,2015,4.2,"$14,898,938.00",58044000,19855,190.2853566301
Shayne Whittington,IND,20,108,2015,0.4,"$507,336.00",58044000,19855,1.0878040707
Solomon Hill,IND,82,2381,2015,3.5,"$1,302,840.00",58044000,19855,209.7532483614
Blake Griffin,LAC,67,2356,2015,9,"$17,674,613.00",58044000,19730,487.5294472115
C.J. Wilcox,LAC,21,101,2015,0,"$1,109,760.00",58044000,19730,0
Chris Douglas-Roberts,LAC,12,103,2015,0,"$915,243.00",58044000,19730,0
Chris Paul,LAC,82,2857,2015,16.1,"$20,068,563.00",58044000,19730,1026.3323941186
Dahntay Jones,LAC,33,123,2015,0,"$387,632.00",58044000,19730,0
DeAndre Jordan,LAC,82,2820,2015,12.8,"$11,440,123.00",58044000,19730,879.2147350247
Ekpe Udoh,LAC,33,128,2015,0.3,"$5,962,377.00",58044000,19730,0.9628690592
Glen Davis,LAC,74,904,2015,1.4,"$6,600,000.00",58044000,19730,31.6583057794
Hedo Turkoglu,LAC,62,705,2015,1.2,#N/A,58044000,19730,#VALUE!
J.J. Redick,LAC,78,2409,2015,6.7,"$6,792,500.00",58044000,19730,403.4279638131
Jamal Crawford,LAC,64,1703,2015,3.6,"$5,450,000.00",58044000,19730,153.9977198776
Jared Cunningham,LAC,19,89,2015,0,"$1,260,360.00",58044000,19730,0
Jordan Farmar,LAC,36,529,2015,0.6,#N/A,58044000,19730,#VALUE!
Jordan Hamilton,LAC,14,122,2015,0.1,"$2,109,294.00",58044000,19730,0.308765563
Lester Hudson,LAC,5,56,2015,0.2,"$55,774.00",58044000,19730,0.2838314663
Matt Barnes,LAC,76,2271,2015,4.3,"$3,396,250.00",58044000,19730,246.6261377178
Spencer Hawes,LAC,73,1274,2015,1.2,"$5,305,000.00",58044000,19730,38.4194002247
Carlos Boozer,LAL,71,1692,2015,2.2,"$16,800,000.00",58044000,19930,85.5635601625
Dwight Buycks,LAL,6,123,2015,0.1,"$816,482.00",58044000,19930,0.3085189716
Ed Davis,LAL,79,1840,2015,6.3,"$4,361,789.00",58044000,19930,289.175625956
Jabari Brown,LAL,19,568,2015,0.4,"$44,765.00",58044000,19930,5.6999464341
Jeremy Lin,LAL,74,1907,2015,2.7,"$8,374,646.00",58044000,19930,126.4855825935
Jordan Clarkson,LAL,59,1476,2015,2.4,"$507,336.00",58044000,19930,88.8642591828
Jordan Hill,LAL,70,1874,2015,2.2,#N/A,58044000,19930,#VALUE!
Julius Randle,LAL,1,14,2015,-0.1,"$2,997,360.00",58044000,19930,-0.0350292703
Kobe Bryant,LAL,35,1207,2015,0.2,#N/A,58044000,19930,#VALUE!
Nick Young,LAL,42,1000,2015,1.2,"$1,227,985.00",58044000,19930,30.0918942055
Robert Sacre,LAL,67,1133,2015,0.8,"$915,243.00",58044000,19930,22.7339347557
Ronnie Price,LAL,43,982,2015,0.7,"$1,316,809.00",58044000,19930,17.2364830449
Ryan Kelly,LAL,52,1233,2015,0.7,"$1,650,000.00",58044000,19930,21.6357889608
Vander Blue,LAL,2,74,2015,-0.2,#N/A,58044000,19930,#VALUE!
Wayne Ellington,LAL,65,1675,2015,1.2,"$2,771,340.00",58044000,19930,50.3115388228
Wesley Johnson,LAL,76,2245,2015,1.7,"$981,084.00",58044000,19930,95.7202623529
Xavier Henry,LAL,9,86,2015,-0.1,"$1,082,000.00",58044000,19930,-0.2156801707
Beno Udrih,MEM,79,1494,2015,3.6,"$2,077,000.00",58044000,19905,134.9287439306
Courtney Lee,MEM,77,2354,2015,4.8,"$5,450,000.00",58044000,19905,281.3259156777
Jarnell Stokes,MEM,19,126,2015,0.5,"$725,000.00",58044000,19905,1.582270062
Jon Leuer,MEM,63,824,2015,1.3,"$967,500.00",58044000,19905,26.9003361699
Jordan Adams,MEM,30,248,2015,0.4,"$1,344,120.00",58044000,19905,2.490499993
Kalin Lucas,MEM,1,6,2015,0,"$1,016,482.00",58044000,19905,0
Kosta Koufos,MEM,81,1348,2015,3.3,"$3,000,000.00",58044000,19905,111.4422719766
Marc Gasol,MEM,81,2687,2015,10.2,"$15,829,688.00",58044000,19905,637.2509480267
Mike Conley,MEM,70,2225,2015,6.8,"$9,294,216.00",58044000,19905,370.3108063312
Nick Calathes,MEM,58,838,2015,1.1,"$816,482.00",58044000,19905,23.1504045219
Tony Allen,MEM,63,1648,2015,4.1,"$4,831,461.00",58044000,19905,168.5502431664
Tyrus Thomas,MEM,2,7,2015,0.1,"$9,388,430.00",58044000,19905,0.0171235013
Vince Carter,MEM,66,1091,2015,1,"$3,911,981.00",58044000,19905,27.280691197
Zach Randolph,MEM,71,2304,2015,7.2,"$16,938,333.00",58044000,19905,381.2139418003
Andre Dawkins,MIA,4,22,2015,-0.1,"$59,686.00",58044000,19730,-0.055752602
Chris Andersen,MIA,60,1132,2015,3.6,"$1,448,490.00",58044000,19730,103.2098873292
Chris Bosh,MIA,44,1556,2015,3.6,"$20,590,000.00",58044000,19730,124.0934674678
Danny Granger,MIA,30,613,2015,0.6,"$2,077,000.00",58044000,19730,9.3088964813
Dwyane Wade,MIA,62,1971,2015,3.5,"$20,164,000.00",58044000,19730,153.7248475638
Hassan Whiteside,MIA,48,1142,2015,5.3,"$769,881.00",58044000,19730,153.3587223554
Henry Walker,MIA,24,628,2015,0.5,"$115,422.00",58044000,19730,7.9573937752
James Ennis,MIA,62,1051,2015,1.9,"$507,336.00",58044000,19730,50.6018105092
Josh McRoberts,MIA,17,296,2015,0.4,"$2,771,340.00",58044000,19730,2.9936667877
Luol Deng,MIA,72,2421,2015,5.4,#N/A,58044000,19730,#VALUE!
Mario Chalmers,MIA,80,2368,2015,2.8,"$4,000,000.00",58044000,19730,167.2304106003
Michael Beasley,MIA,24,505,2015,-0.1,"$2,330,000.00",58044000,19730,-1.2777147861
Shabazz Napier,MIA,51,1012,2015,0.5,"$1,238,640.00",58044000,19730,12.8172726021
Shannon Brown,MIA,5,89,2015,0,#N/A,58044000,19730,#VALUE!
Tyler Johnson,MIA,32,603,2015,0.8,"$507,336.00",58044000,19730,12.2241040561
Udonis Haslem,MIA,62,995,2015,1.4,"$4,620,000.00",58044000,19730,35.0779240863
Ersan Ilyasova,MIL,58,1319,2015,4,"$7,900,000.00",58044000,19930,129.9113474298
Giannis Antetokounmpo,MIL,81,2541,2015,6.2,"$1,873,200.00",58044000,19930,394.8266987931
Jabari Parker,MIL,25,738,2015,1.3,"$4,930,560.00",58044000,19930,23.8955661719
Jared Dudley,MIL,72,1717,2015,4.1,"$4,250,000.00",58044000,19930,175.6637897
Jerryd Bayless,MIL,77,1717,2015,2.4,"$3,000,000.00",58044000,19930,103.1056692349
John Henson,MIL,67,1228,2015,3.6,"$1,987,320.00",58044000,19930,110.7781663038
Johnny O'Bryant,MIL,34,368,2015,-0.5,"$600,000.00",58044000,19930,-4.6156632965
Kendall Marshall,MIL,28,417,2015,0.8,"$2,091,840.00",58044000,19930,8.3584224872
Kenyon Martin,MIL,11,104,2015,0.2,#N/A,58044000,19930,#VALUE!
Khris Middleton,MIL,79,2378,2015,6.7,"$915,243.00",58044000,19930,399.6146170442
Larry Sanders,MIL,27,586,2015,1.6,"$11,000,000.00",58044000,19930,22.6775337847
O.J. Mayo,MIL,71,1697,2015,2.8,"$8,000,000.00",58044000,19930,116.9427484322
Zaza Pachulia,MIL,73,1730,2015,4.2,"$5,200,000.00",58044000,19930,180.8249885117
Andrew Wiggins,MIN,82,2969,2015,2.1,"$5,510,640.00",58044000,19805,155.9884436466
Anthony Bennett,MIN,57,894,2015,0.3,"$5,563,920.00",58044000,19805,6.7088015728
Arinze Onuaku,MIN,6,68,2015,0.3,"$816,482.00",58044000,19805,0.5149195523
Chase Budinger,MIN,67,1286,2015,1.3,"$5,000,000.00",58044000,19805,41.8933257181
Gorgui Dieng,MIN,73,2193,2015,4.9,"$1,413,480.00",58044000,19805,271.1266764336
Jeff Adrien,MIN,17,215,2015,0.4,"$981,084.00",58044000,19805,2.1705486117
Kevin Martin,MIN,39,1302,2015,1.9,"$6,792,500.00",58044000,19805,61.5986535482
Lorenzo Brown,MIN,29,549,2015,0.3,"$283,367.00",58044000,19805,4.157941799
Miroslav Raduljica,MIN,5,23,2015,0,"$1,500,000.00",58044000,19805,0
Nikola Pekovic,MIN,31,815,2015,1.2,"$12,100,000.00",58044000,19805,23.6177584697
Ricky Rubio,MIN,22,692,2015,0.5,"$4,660,479.00",58044000,19805,8.6788537152
Robbie Hummel,MIN,45,742,2015,0.8,"$880,000.00",58044000,19805,14.9826700101
Ronny Turiaf,MIN,2,19,2015,0,"$1,500,000.00",58044000,19805,0
Sean Kilpatrick,MIN,4,72,2015,0.1,"$35,000.00",58044000,19805,0.1817722136
Shabazz Muhammad,MIN,38,866,2015,2,"$1,971,960.00",58044000,19805,43.6758627482
Zach LaVine,MIN,77,1902,2015,-0.7,"$2,055,840.00",58044000,19805,-33.5705575486
Alexis Ajinca,NOP,68,957,2015,3.2,"$981,084.00",58044000,19780,77.3894109592
Anthony Davis,NOP,68,2455,2015,14,"$5,607,240.00",58044000,19780,860.699003843
Dante Cunningham,NOP,66,1652,2015,1.6,"$831,942.00",58044000,19780,66.8012385734
Darius Miller,NOP,5,43,2015,-0.1,"$1,115,243.00",58044000,19780,-0.1086555252
Eric Gordon,NOP,61,2018,2015,2.9,"$14,898,938.00",58044000,19780,138.1855270422
Gal Mekel,NOP,4,43,2015,-0.2,"$816,482.00",58044000,19780,-0.2173482893
Jeff Withey,NOP,37,259,2015,0.8,"$816,482.00",58044000,19780,5.236577388
Jimmer Fredette,NOP,50,509,2015,0.2,"$3,110,796.00",58044000,19780,2.565915086
John Salmons,NOP,21,270,2015,0.1,"$7,000,000.00",58044000,19780,0.6725812492
Jrue Holiday,NOP,40,1303,2015,3.4,"$10,404,495.00",58044000,19780,108.3885800519
Luke Babbitt,NOP,63,830,2015,1.6,"$981,084.00",58044000,19780,33.5596714191
Omer Asik,NOP,76,1982,2015,5,"$8,374,646.00",58044000,19780,245.2907856155
Ryan Anderson,NOP,61,1675,2015,3.5,"$8,491,500.00",58044000,19780,145.0210018304
Toney Douglas,NOP,12,177,2015,0.2,"$268,974.00",58044000,19780,0.8948240605
Tyreke Evans,NOP,79,2690,2015,4.6,"$11,265,416.00",58044000,19780,301.0083012922
Andrea Bargnani,NYK,29,785,2015,0.9,"$11,500,000.00",58044000,19855,17.0931058791
Carmelo Anthony,NYK,40,1428,2015,2.9,"$23,333,405.00",58044000,19855,87.4334361262
Cleanthony Early,NYK,39,647,2015,-0.4,"$507,336.00",58044000,19855,-6.5167521642
Cole Aldrich,NYK,61,976,2015,2.2,"$981,084.00",58044000,19855,54.0565742293
Jason Smith,NYK,82,1785,2015,1.2,#N/A,58044000,19855,#VALUE!
Jose Calderon,NYK,42,1270,2015,0.9,"$7,097,191.00",58044000,19855,28.3533486808
Langston Galloway,NYK,45,1457,2015,1.3,"$235,762.00",58044000,19855,47.6975258378
Quincy Acy,NYK,68,1287,2015,1.7,"$915,243.00",58044000,19855,55.083254007
Samuel Dalembert,NYK,32,544,2015,0.3,"$3,867,282.00",58044000,19855,4.0915521379
Shane Larkin,NYK,76,1865,2015,1.7,"$1,606,080.00",58044000,19855,79.7802207493
Tim Hardaway,NYK,70,1681,2015,0.8,"$1,250,640.00",58044000,19855,33.8498030572
Travis Wear,NYK,51,672,2015,-0.3,#N/A,58044000,19855,#VALUE!
Andre Roberson,OKC,67,1286,2015,2.1,"$1,160,880.00",58044000,19830,68.0665597579
Anthony Morrow,OKC,74,1806,2015,5.7,"$1,145,685.00",58044000,19830,259.4601464667
Jeremy Lamb,OKC,47,633,2015,1.6,"$2,202,000.00",58044000,19830,25.5003122095
Kevin Durant,OKC,27,913,2015,4.8,"$18,995,624.00",58044000,19830,98.6646930682
Mitch McGary,OKC,32,485,2015,1.3,"$1,400,040.00",58044000,19830,15.8883807723
Nick Collison,OKC,66,1101,2015,2.2,"$2,242,003.00",58044000,19830,60.9830098351
Perry Jones,OKC,43,631,2015,0.2,"$1,129,200.00",58044000,19830,3.1808431056
Russell Westbrook,OKC,67,2302,2015,10.6,"$15,719,063.00",58044000,19830,570.1367957309
Sebastian Telfair,OKC,16,327,2015,0.4,"$915,243.00",58044000,19830,3.2972132841
Serge Ibaka,OKC,64,2116,2015,5.6,"$12,350,000.00",58044000,19830,285.253600488
Steven Adams,OKC,70,1771,2015,4.1,"$2,184,960.00",58044000,19830,182.8242804568
Aaron Gordon,ORL,47,797,2015,1,"$3,992,040.00",58044000,19755,20.0766911874
Andrew Nicholson,ORL,40,492,2015,0.1,"$1,545,840.00",58044000,19755,1.2443711387
Ben Gordon,ORL,56,790,2015,0.3,#N/A,58044000,19755,#VALUE!
Channing Frye,ORL,75,1870,2015,2.1,"$6,800,000.00",58044000,19755,98.0284248565
Devyn Marble,ORL,16,208,2015,-0.1,"$884,879.00",58044000,19755,-0.5263266487
Dewayne Dedmon,ORL,59,845,2015,1.7,"$1,016,482.00",58044000,19755,36.346733863
Elfrid Payton,ORL,82,2489,2015,2.3,"$2,397,840.00",58044000,19755,144.6451622907
Evan Fournier,ORL,58,1661,2015,2.1,"$1,483,920.00",58044000,19755,88.2262770929
Kyle O'Quinn,ORL,51,824,2015,1.6,"$915,243.00",58044000,19755,33.3604708355
Luke Ridnour,ORL,47,683,2015,0.6,"$2,750,000.00",58044000,19755,10.3487759556
