Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
,,,,2 - 14:14,,Ty Toney,Field Goal Attempt,
Kristian Keys,Blocked shot,,,2 - 14:13,,,,
Kristian Keys,Defensive Rebound,,,2 - 14:13,,,,
Marcus Johnson Jr.,Three Point Made,,58-46,2 - 14:07,12,,,
Jemerrio Jones,Assist,,,2 - 14:07,,,,
,,,58-48,2 - 13:51,10,Doniel Dean,Field Goal Made,
,,,,2 - 13:51,,Denzel Council,Assist,
Coris Williams Jr.,Field Goal Attempt,,,2 - 13:41,,,,Denzel Council Defensive Rebound
,,,,2 - 13:35,,Doniel Dean,Field Goal Attempt,Terrence Thompson Offensive Rebound
,,,58-50,2 - 13:33,8,Terrence Thompson,Field Goal Made,
Marcus Johnson Jr.,Field Goal Attempt,,,2 - 13:20,,,,Terrence Thompson Defensive Rebound
,,,58-52,2 - 13:15,6,Denzel Council,Field Goal Made,
,,,,2 - 13:12,,Taquan Givens,Assist,
Coris Williams Jr.,Field Goal Made,,60-52,2 - 12:59,8,,,
Kristian Keys,Assist,,,2 - 12:58,,,,
,,Coris Williams Jr. Defensive Rebound,,2 - 12:52,,Taquan Givens,Field Goal Attempt,
,,,,2 - 12:46,,Ty Toney,Defensive Foul,
,,,,2 - 12:46,,Denzel Council,Left the Game,
,,,,2 - 12:46,,Ty Toney,Left the Game,Donovan Harris Entered the Game
,,,,2 - 12:46,,Jordan Adams,Entered the Game,
Devocio Butler,Free Throw Made,,61-52,2 - 12:46,9,,,
Devocio Butler,Free Throw Made,,62-52,2 - 12:46,10,,,
,,Coris Williams Jr. Defensive Rebound,,2 - 12:27,,Terrence Thompson,Field Goal Attempt,
Kristian Keys,Field Goal Made,,64-52,2 - 12:22,12,,,
Marcus Johnson Jr.,Assist,,,2 - 12:21,,,,
,,,,2 - 11:47,,Terrence Thompson,Field Goal Attempt,Jordan Adams Offensive Rebound
,,Kristian Keys Defensive Rebound,,2 - 11:44,,Jordan Adams,Field Goal Attempt,
Devocio Butler,Three Point Attempt,Hill College Offensive Rebound,,2 - 11:39,,,,
,,,,2 - 11:39,,Taquan Givens,Left the Game,
,,,,2 - 11:39,,Terrence Thompson,Left the Game,Denzel Council Entered the Game
,,,,2 - 11:39,,Ty Toney,Entered the Game,
Marcus Johnson Jr.,Three Point Attempt,Coris Williams Jr. Offensive Rebound,,2 - 11:29,,,,
Kristian Keys,Three Point Made,,67-52,2 - 11:22,15,,,
Coris Williams Jr.,Assist,,,2 - 11:21,,,,
Marcus Johnson Jr.,Left the Game,,,2 - 11:12,,,,
Coris Williams Jr.,Left the Game,,,2 - 11:12,,,,
Jemerrio Jones,Left the Game,,,2 - 11:12,,,,
Devocio Butler,Left the Game,,,2 - 11:12,,,,
Kristian Keys,Left the Game,Evan Moorman Entered the Game,,2 - 11:12,,,,
Devocio Butler,Entered the Game,,,2 - 11:12,,,,
Jemerrio Jones,Entered the Game,,,2 - 11:12,,,,
Coris Williams Jr.,Entered the Game,,,2 - 11:12,,,,
Marcus Johnson Jr.,Entered the Game,,,2 - 11:12,,,,
,,,,2 - 11:12,,Doniel Dean,Left the Game,Taquan Givens Entered the Game
,,,,2 - 11:12,,Jordan Adams,Left the Game,Terrence Thompson Entered the Game
Jemerrio Jones,Defensive Foul,,,2 - 11:02,,,,
,,,67-53,2 - 11:02,14,Donovan Harris,Free Throw Made,
,,,67-54,2 - 11:02,13,Donovan Harris,Free Throw Made,
Coris Williams Jr.,Field Goal Attempt,,,2 - 10:38,,,,Terrence Thompson Defensive Rebound
,,,,2 - 10:38,,Terrence Thompson,Jump Ball Won,
,,,,2 - 10:27,,Denzel Council,Field Goal Attempt,Donovan Harris Offensive Rebound
,,,,2 - 10:24,,Donovan Harris,Field Goal Attempt,Donovan Harris Offensive Rebound
,,,,2 - 10:16,,Terrence Thompson,Field Goal Attempt,
Jemerrio Jones,Blocked shot,,,2 - 10:16,,,,
,,,,2 - 10:15,,Terrence Thompson,Offensive Rebound,
Evan Moorman,Left the Game,,,2 - 10:15,,,,
Marcus Johnson Jr.,Left the Game,,,2 - 10:15,,,,
Coris Williams Jr.,Left the Game,,,2 - 10:15,,,,
Jemerrio Jones,Left the Game,,,2 - 10:15,,,,
Devocio Butler,Left the Game,Marcus Johnson Jr. Entered the Game,,2 - 10:15,,,,
Ke`von Rice,Entered the Game,,,2 - 10:15,,,,
Jemerrio Jones,Entered the Game,,,2 - 10:15,,,,
Coris Williams Jr.,Entered the Game,,,2 - 10:15,,,,
Evan Moorman,Entered the Game,,,2 - 10:15,,,,
,,,67-56,2 - 10:13,11,Donovan Harris,Field Goal Made,
,,,,2 - 10:13,,Denzel Council,Assist,
Ke`von Rice,Three Point Attempt,,,2 - 9:53,,,,Georgia Highlands Defensive Rebound
,,,,2 - 9:43,,Ty Toney,Turnover,
Evan Moorman,Three Point Attempt,,,2 - 9:32,,,,Donovan Harris Defensive Rebound
,,Ke`von Rice Defensive Rebound,,2 - 9:23,,Taquan Givens,Three Point Attempt,
Evan Moorman,Three Point Made,,70-56,2 - 9:10,14,,,
Jemerrio Jones,Assist,,,2 - 9:09,,,,
,,,,2 - 9:03,,Denzel Council,Field Goal Attempt,Georgia Highlands Offensive Rebound
,,,,2 - 9:01,,Denzel Council,Left the Game,Doniel Dean Entered the Game
,,Jemerrio Jones Defensive Rebound,,2 - 8:57,,Taquan Givens,Field Goal Attempt,
Jemerrio Jones,Jump Ball Won,,,2 - 8:56,,,,
Evan Moorman,Three Point Made,,73-56,2 - 8:32,17,,,
Evan Moorman,Defensive Foul,,,2 - 8:20,,,,
Coris Williams Jr.,Left the Game,Stefan Zecevic Entered the Game,,2 - 8:20,,,,
,,,73-57,2 - 8:20,16,Doniel Dean,Free Throw Made,
,,Stefan Zecevic Defensive Rebound,,2 - 8:20,,Doniel Dean,Free Throw Attempt,
Evan Moorman,Turnover,,,2 - 8:03,,,,
,,,,2 - 8:03,,Ty Toney,Steal,
,,,73-59,2 - 8:00,14,Ty Toney,Field Goal Made,
Marcus Johnson Jr.,Turnover,,,2 - 7:48,,,,
,,,,2 - 7:34,,Doniel Dean,Field Goal Attempt,Doniel Dean Offensive Rebound
,,Jemerrio Jones Defensive Rebound,,2 - 7:30,,Ty Toney,Three Point Attempt,
Jemerrio Jones,Turnover,,,2 - 7:25,,,,
,,,,2 - 7:25,,Ty Toney,Steal,
Stefan Zecevic,Defensive Foul,,,2 - 7:25,,,,
,,,,2 - 7:11,,Terrence Thompson,Field Goal Attempt,
Stefan Zecevic,Blocked shot,,,2 - 7:11,,,,
,,,,2 - 7:11,,Terrence Thompson,Defensive Foul,
Jemerrio Jones,Left the Game,Kristian Keys Entered the Game,,2 - 7:11,,,,
,,,,2 - 6:59,,Ty Toney,Defensive Foul,
,,,,2 - 6:59,,Terrence Thompson,Left the Game,Denzel Council Entered the Game
Marcus Johnson Jr.,Free Throw Made,,74-59,2 - 6:59,15,,,
Marcus Johnson Jr.,Free Throw Made,,75-59,2 - 6:59,16,,,
,,,75-61,2 - 6:39,14,Ty Toney,Field Goal Made,
,,,,2 - 6:38,,Donovan Harris,Assist,
Marcus Johnson Jr.,Turnover,,,2 - 6:25,,,,
,,,,2 - 6:25,,Taquan Givens,Steal,
Ke`von Rice,Defensive Foul,,,2 - 6:04,,,,
,,,75-62,2 - 6:04,13,Donovan Harris,Free Throw Made,
,,Ke`von Rice Defensive Rebound,,2 - 6:04,,Donovan Harris,Free Throw Attempt,
Evan Moorman,Three Point Made,,78-62,2 - 5:51,16,,,
Kristian Keys,Assist,,,2 - 5:50,,,,
,,Marcus Johnson Jr. Defensive Rebound,,2 - 5:40,,Ty Toney,Three Point Attempt,
Evan Moorman,Three Point Made,,81-62,2 - 5:25,19,,,
,,,81-65,2 - 5:05,16,Ty Toney,Three Point Made,
,,,,2 - 5:04,,Taquan Givens,Assist,
Kristian Keys,Field Goal Made,,83-65,2 - 4:47,18,,,
,,Stefan Zecevic Defensive Rebound,,2 - 4:37,,Taquan Givens,Field Goal Attempt,
Marcus Johnson Jr.,Field Goal Attempt,Evan Moorman Offensive Rebound,,2 - 4:30,,,,
Evan Moorman,Three Point Attempt,,,2 - 4:16,,,,Donovan Harris Defensive Rebound
,,,,2 - 4:11,,Doniel Dean,Field Goal Attempt,Denzel Council Offensive Rebound
,,Stefan Zecevic Defensive Rebound,,2 - 4:09,,Denzel Council,Field Goal Attempt,
,,,,2 - 3:58,,Ty Toney,Defensive Foul,
