Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
Xavier Moon,Three Point Attempt,,,1 - 0:12,,,,Tyler Chandler Defensive Rebound
Jordan Capps,Defensive Foul,,,1 - 0:03,,,,
,,,48-48,1 - 0:03,(T5),Daryle Morgan,Free Throw Made,
,,,48-49,1 - 0:03,-1 (L12),Daryle Morgan,Free Throw Made,
Xavier Moon,Turnover,,,1 - 0:02,,,,
Xavier Moon,Left the Game,,,2 - 20:00,,,,
Dexter Graham,Left the Game,,,2 - 20:00,,,,
Jarin Hilson,Left the Game,,,2 - 20:00,,,,
Andrew Rogers,Left the Game,,,2 - 20:00,,,,
Jordan Capps,Left the Game,,,2 - 20:00,,,,
,,,,2 - 20:00,,William Desilien,Left the Game,
,,,,2 - 20:00,,Daryle Morgan,Left the Game,
,,,,2 - 20:00,,Ammar Rehman,Left the Game,
,,,,2 - 20:00,,Eric Robinson,Left the Game,
,,,,2 - 20:00,,Tyler Chandler,Left the Game,
1 Treshaad Williams,Entered Game,,,,,,,
4 Jalen Jackson,Entered Game,,,,,,,
5 Brandon Austin,Entered Game,,,,,,,
11 Keith Charleston,Entered Game,,,,,,,
22 Benji Bell,Entered Game,,,,,,,
,,,48-51,2 - 19:48,-3,Daryle Morgan,Field Goal Made,
,,,,2 - 19:48,,William Desilien,Assist,
Benji Bell,Three Point Attempt,,,2 - 19:27,,,,EJ Hubbard Defensive Rebound
,,Keith Charleston Defensive Rebound,,2 - 19:17,,William Desilien,Field Goal Attempt,
Benji Bell,Field Goal Made,,50-51,2 - 19:12,-1,,,
,,,,2 - 19:12,,Colin May,Defensive Foul,
,,,,2 - 19:12,,Colin May,Left the Game,Ammar Rehman Entered the Game
Benji Bell,Free Throw Attempt,,,2 - 19:12,,,,Christopher Boucher Defensive Rebound
,,Benji Bell Defensive Rebound,,2 - 18:54,,EJ Hubbard,Field Goal Attempt,
Keith Charleston,Field Goal Made,,52-51,2 - 18:47,1 (L1),,,
Benji Bell,Assist,,,2 - 18:46,,,,
,,,,2 - 18:28,,Daryle Morgan,Field Goal Attempt,Christopher Boucher Offensive Rebound
,,,52-53,2 - 18:18,-1 (L2),Christopher Boucher,Field Goal Made,
,,,,2 - 18:18,,William Desilien,Assist,
Benji Bell,Field Goal Made,,54-53,2 - 18:11,1 (L3),,,
,,,,2 - 17:54,,EJ Hubbard,Three Point Attempt,Daryle Morgan Offensive Rebound
,,,,2 - 17:44,,Daryle Morgan,Turnover,
Benji Bell,Steal,,,2 - 17:43,,,,
Jalen Jackson,Field Goal Made,,56-53,2 - 17:40,3,,,
Benji Bell,Assist,,,2 - 17:40,,,,
,,,56-55,2 - 17:14,1,Ammar Rehman,Field Goal Made,
,,,,2 - 17:13,,William Desilien,Assist,
Jalen Jackson,Field Goal Attempt,Keith Charleston Offensive Rebound,,2 - 17:01,,,,
Jalen Jackson,Turnover,,,2 - 16:56,,,,
,,,,2 - 16:54,,EJ Hubbard,Steal,
,,,,2 - 16:51,,William Desilien,Field Goal Attempt,William Desilien Offensive Rebound
,,,,2 - 16:44,,William Desilien,Offensive Foul,
,,,,2 - 16:44,,William Desilien,Turnover,
Benji Bell,Charge,,,2 - 16:44,,,,
,,,,2 - 16:44,,Ammar Rehman,Left the Game,Tyler Chandler Entered the Game
Jalen Jackson,Three Point Attempt,,,2 - 16:27,,,,EJ Hubbard Defensive Rebound
,,Keith Charleston Defensive Rebound,,2 - 16:15,,Christopher Boucher,Field Goal Attempt,
