Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
,,,,1 - 2:41,,DJ Blackmon,Left the Game,Loic Jouve Entered the Game
,,,,1 - 2:41,,O`Shayne Reid,Entered the Game,
,,,40-34,1 - 2:41,6,Arell Hennings,Free Throw Made,
,,,40-35,1 - 2:41,5,Arell Hennings,Free Throw Made,
,,,,1 - 2:41,,Justin Jones,Left the Game,Daniel Hernandez Entered the Game
Charles Foster,Field Goal Attempt,,,1 - 2:25,,,,Jordan Martin Defensive Rebound
,,Nigel Holley Defensive Rebound,,1 - 2:15,,Jordan Martin,Three Point Attempt,
Keith Mack,Turnover,,,1 - 2:10,,,,
,,,,1 - 2:09,,Arell Hennings,Steal,
,,,,1 - 2:08,,Arell Hennings,Turnover,
Keith Mack,Turnover,,,1 - 1:55,,,,
,,,,1 - 1:55,,Jordan Martin,Steal,
,,,40-37,1 - 1:52,3,Daniel Hernandez,Field Goal Made,
,,,,1 - 1:50,,Jordan Martin,Assist,
Charles Foster,Three Point Attempt,Nigel Holley Offensive Rebound,,1 - 1:33,,,,
Nigel Holley,Field Goal Made,,42-37,1 - 1:31,5,,,
,,,,1 - 1:15,,O`Shayne Reid,Turnover,
,,,,1 - 1:15,,Loic Jouve,Left the Game,
,,,,1 - 1:15,,O`Shayne Reid,Left the Game,Emanuel Shepherd Entered the Game
,,,,1 - 1:15,,DJ Blackmon,Entered the Game,
Nigel Holley,Left the Game,A.J. Patty Entered the Game,,1 - 1:15,,,,
Donte` McGill,Field Goal Attempt,A.J. Patty Offensive Rebound,,1 - 1:03,,,,
A.J. Patty,Field Goal Made,,44-37,1 - 1:01,7,,,
,,Charles Foster Defensive Rebound,,1 - 0:39,,Daniel Hernandez,Field Goal Attempt,
Donte` McGill,Field Goal Made,,46-37,1 - 0:28,9,,,
,,,,1 - 0:08,,Arell Hennings,Turnover,
Donte` McGill,Steal,,,1 - 0:07,,,,
Donte` McGill,Field Goal Made,,48-37,1 - 0:05,11,,,
,,Mychal Mulder Defensive Rebound,,1 - 0:00,,Arell Hennings,Field Goal Attempt,
,,,,2 - 20:00,,Arell Hennings,Left the Game,
,,,,2 - 20:00,,Jordan Martin,Left the Game,
