Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
,,,,1 - 9:25,,Shelton Hagigal,Turnover,
Akbar Hoffman,Steal,,,1 - 9:24,,,,
Akbar Hoffman,Field Goal Attempt,,,1 - 9:21,,,,
,,,,1 - 9:19,,Clarence Williams,Blocked shot,
,,,,1 - 9:17,,Dedrick Basile,Defensive Rebound,
,,,14-11,1 - 9:14,3,Aldonis foote,Field Goal Made,
,,,,1 - 9:13,,Dedrick Basile,Assist,
,,,,1 - 9:01,,Nicholai Brown,Defensive Foul,
,,,,1 - 9:01,,Shelton Hagigal,Left the Game,Dilepso Blanco Entered the Game
DeShawn Freeman,Free Throw Made,,15-11,1 - 9:01,4,,,
DeShawn Freeman,Free Throw Attempt,,,1 - 9:01,,,,Clarence Williams Defensive Rebound
,,Che Bob Defensive Rebound,,1 - 8:29,,Dedrick Basile,Three Point Attempt,
Che Bob,Field Goal Attempt,,,1 - 8:20,,,,Clarence Williams Defensive Rebound
,,Keanu Pinder Defensive Rebound,,1 - 8:01,,Aldonis foote,Field Goal Attempt,
,,,,1 - 7:57,,Dilepso Blanco,Defensive Foul,
Akbar Hoffman,Left the Game,Bashier Ahmed Entered the Game,,1 - 7:57,,,,
,,,,1 - 7:57,,Nicholai Brown,Left the Game,
,,,,1 - 7:57,,Clarence Williams,Left the Game,Jhaustin Thomas Entered the Game
,,,,1 - 7:57,,Devante Jackson,Entered the Game,
DeShawn Freeman,Free Throw Made,,16-11,1 - 7:57,5,,,
DeShawn Freeman,Free Throw Attempt,HCC Offensive Rebound,,1 - 7:57,,,,
DeShawn Freeman,Left the Game,Austin Budke Entered the Game,,1 - 7:55,,,,
Zach Winter,Three Point Attempt,,,1 - 7:46,,,,Dedrick Basile Defensive Rebound
,,,,1 - 7:42,,Dedrick Basile,Field Goal Attempt,
Keanu Pinder,Blocked shot,,,1 - 7:40,,,,
,,,,1 - 7:40,,Devante Jackson,Offensive Rebound,
Keanu Pinder,Defensive Foul,,,1 - 7:40,,,,
,,,,1 - 7:40,,Dilepso Blanco,Left the Game,
,,,,1 - 7:40,,Aldonis foote,Left the Game,Melvin Swift Entered the Game
,,,,1 - 7:40,,Preston Anderson,Entered the Game,
,,,16-12,1 - 7:40,4,Devante Jackson,Free Throw Made,
,,Keanu Pinder Defensive Rebound,,1 - 7:40,,Devante Jackson,Free Throw Attempt,
Bashier Ahmed,Field Goal Attempt,,,1 - 7:28,,,,Trinity Valley Defensive Rebound
,,,16-14,1 - 7:01,2,Devante Jackson,Field Goal Made,
Austin Budke,Field Goal Made,,18-14,1 - 6:46,4,,,
Bashier Ahmed,Assist,,,1 - 6:45,,,,
,,,18-16,1 - 6:34,2,Jhaustin Thomas,Field Goal Made,
,,,,1 - 6:31,,Devante Jackson,Assist,
Keanu Pinder,Turnover,,,1 - 6:21,,,,
,,,,1 - 6:20,,Jhaustin Thomas,Steal,
Che Bob,Defensive Foul,,,1 - 6:17,,,,
Keanu Pinder,Left the Game,Moataz Aly Entered the Game,,1 - 6:17,,,,
,,,18-18,1 - 6:01,(T1),Jhaustin Thomas,Field Goal Made,
,,,,1 - 6:00,,Preston Anderson,Assist,
Austin Budke,Three Point Attempt,,,1 - 5:46,,,,Jhaustin Thomas Defensive Rebound
Bashier Ahmed,Left the Game,DeShawn Freeman Entered the Game,,1 - 5:39,,,,
,,,,1 - 5:39,,Devante Jackson,Offensive Foul,
,,,,1 - 5:39,,Devante Jackson,Turnover,
,,,,1 - 5:39,,Devante Jackson,Left the Game,Aldonis foote Entered the Game
,,,,1 - 5:39,,Melvin Swift,Left the Game,Devante Jackson Entered the Game
Moataz Aly,Offensive Foul,,,1 - 5:17,,,,
Moataz Aly,Turnover,,,1 - 5:17,,,,
,,,,1 - 5:17,,Aldonis foote,Charge,
Moataz Aly,Left the Game,Keanu Pinder Entered the Game,,1 - 5:17,,,,
,,,,1 - 5:17,,Preston Anderson,Left the Game,Shelton Hagigal Entered the Game
,,,18-21,1 - 4:59,-3 (L3),Shelton Hagigal,Three Point Made,
,,,,1 - 4:59,,Dedrick Basile,Assist,
Keanu Pinder,Field Goal Attempt,,,1 - 4:45,,,,
,,,,1 - 4:44,,Jhaustin Thomas,Blocked shot,
Keanu Pinder,Offensive Rebound,,,1 - 4:43,,,,
Keanu Pinder,Field Goal Made,,20-21,1 - 4:42,-1,,,
,,Keanu Pinder Defensive Rebound,,1 - 4:32,,Jhaustin Thomas,Field Goal Attempt,
DeShawn Freeman,Field Goal Made,,22-21,1 - 4:23,1 (L4),,,
Zach Winter,Assist,,,1 - 4:22,,,,
,,Keanu Pinder Defensive Rebound,,1 - 3:48,,Shelton Hagigal,Field Goal Attempt,
Austin Budke,Field Goal Made,,24-21,1 - 3:44,3,,,
Keanu Pinder,Assist,,,1 - 3:43,,,,
,,DeShawn Freeman Defensive Rebound,,1 - 3:22,,Dedrick Basile,Three Point Attempt,
DeShawn Freeman,Field Goal Made,,26-21,1 - 3:03,5,,,
Keanu Pinder,Assist,,,1 - 3:02,,,,
,,,,1 - 2:58,,Jhaustin Thomas,Left the Game,
,,,,1 - 2:58,,Dedrick Basile,Left the Game,
,,,,1 - 2:58,,Shelton Hagigal,Left the Game,
,,,,1 - 2:58,,Aldonis foote,Left the Game,
,,,,1 - 2:58,,Devante Jackson,Left the Game,Aldonis foote Entered the Game
,,,,1 - 2:58,,Shelton Hagigal,Entered the Game,
,,,,1 - 2:58,,Clarence Williams,Entered the Game,
,,,,1 - 2:58,,Dilepso Blanco,Entered the Game,
,,,,1 - 2:58,,Nicholai Brown,Entered the Game,
,,Keanu Pinder Defensive Rebound,,1 - 2:41,,Shelton Hagigal,Field Goal Attempt,
Zach Winter,Field Goal Made,,28-21,1 - 2:32,7,,,
Che Bob,Assist,,,1 - 2:32,,,,
,,,28-24,1 - 1:56,4,Aldonis foote,Three Point Made,
,,,,1 - 1:56,,Shelton Hagigal,Assist,
Keanu Pinder,Turnover,,,1 - 1:45,,,,
,,,,1 - 1:25,,Shelton Hagigal,Three Point Attempt,Shelton Hagigal Offensive Rebound
,,DeShawn Freeman Defensive Rebound,,1 - 1:22,,Shelton Hagigal,Field Goal Attempt,
,,,,1 - 1:18,,Dilepso Blanco,Defensive Foul,
,,,,1 - 1:18,,Dilepso Blanco,Left the Game,Dedrick Basile Entered the Game
,,,,1 - 1:18,,Nicholai Brown,Left the Game,Jhaustin Thomas Entered the Game
Keanu Pinder,Free Throw Made,,29-24,1 - 1:18,5,,,
Keanu Pinder,Free Throw Made,,30-24,1 - 1:18,6,,,
,,,,1 - 0:54,,Clarence Williams,Field Goal Attempt,Trinity Valley Offensive Rebound
,,Keanu Pinder Defensive Rebound,,1 - 0:39,,Aldonis foote,Three Point Attempt,
Che Bob,Three Point Attempt,,,1 - 0:04,,,,Clarence Williams Defensive Rebound
Che Bob,Left the Game,,,1 - 0:00,,,,
Zach Winter,Left the Game,,,1 - 0:00,,,,
Austin Budke,Left the Game,,,1 - 0:00,,,,
Keanu Pinder,Left the Game,,,1 - 0:00,,,,
DeShawn Freeman,Left the Game,,,1 - 0:00,,,,
,,,,2 - 20:00,,Jhaustin Thomas,Left the Game,
,,,,2 - 20:00,,Dedrick Basile,Left the Game,
,,,,2 - 20:00,,Clarence Williams,Left the Game,
,,,,2 - 20:00,,Shelton Hagigal,Left the Game,
,,,,2 - 20:00,,Aldonis foote,Left the Game,
1 Zach Winter,Entered Game,,,,,,,
5 Bashier Ahmed,Entered Game,,,,,,,
12 Austin Budke,Entered Game,,,,,,,
14 Jabari Craig,Entered Game,,,,,,,
Jabari Craig,Left the Game,Keanu Pinder Entered the Game,,2 - 20:00,,,,
33 DeShawn Freeman,Entered Game,,,,,,,
,,,30-26,2 - 19:49,4,Jhaustin Thomas,Field Goal Made,
,,,,2 - 19:34,,Jhaustin Thomas,Defensive Foul,
Keanu Pinder,Free Throw Attempt,HCC Offensive Rebound,,2 - 19:34,,,,
Keanu Pinder,Free Throw Made,,31-26,2 - 19:34,5,,,
,,Keanu Pinder Defensive Rebound,,2 - 19:08,,Melvin Swift,Three Point Attempt,
