Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
,,,41-42,2 - 19:27,-1 (L2),Kristian Keys,Field Goal Made,
,,,,2 - 19:26,,Coris Williams Jr.,Assist,
Brandon Neel,Three Point Attempt,Andre Spight Offensive Rebound,,2 - 18:58,,,,
Andre Spight,Offensive Foul,,,2 - 18:58,,,,
Andre Spight,Turnover,,,2 - 18:58,,,,
,,,,2 - 18:58,,Coris Williams Jr.,Charge,
,,,,2 - 18:31,,Jemerrio Jones,Turnover,
Jerron Martin,Steal,,,2 - 18:30,,,,
,,,,2 - 18:26,,Tyrell Bellot-Green,Defensive Foul,
David Kadiri,Free Throw Attempt,South Plains Offensive Rebound,,2 - 18:26,,,,
David Kadiri,Free Throw Made,,42-42,2 - 18:26,(T1),,,
,,,42-44,2 - 18:14,-2 (L3),Coris Williams Jr.,Field Goal Made,
Andre Spight,Three Point Attempt,,,2 - 18:03,,,,Kristian Keys Defensive Rebound
,,David Kadiri Defensive Rebound,,2 - 17:55,,Marcus Johnson Jr.,Field Goal Attempt,
David Kadiri,Field Goal Made,,44-44,2 - 17:37,(T2),,,
Andre Spight,Assist,,,2 - 17:37,,,,
,,Emmanuel Omogbo Defensive Rebound,,2 - 17:25,,Tyrell Bellot-Green,Three Point Attempt,
Andre Spight,Three Point Attempt,,,2 - 17:18,,,,Jemerrio Jones Defensive Rebound
,,,,2 - 17:11,,Jemerrio Jones,Turnover,
Emmanuel Omogbo,Steal,,,2 - 17:10,,,,
,,,,2 - 17:06,,Kristian Keys,Defensive Foul,
David Kadiri,Left the Game,Pat Birt Entered the Game,,2 - 17:06,,,,
,,,,2 - 17:06,,Tyrell Bellot-Green,Left the Game,Devocio Butler Entered the Game
Emmanuel Omogbo,Free Throw Made,,45-44,2 - 17:06,1 (L4),,,
Emmanuel Omogbo,Free Throw Made,,46-44,2 - 17:06,2,,,
Brandon Neel,Defensive Foul,,,2 - 16:52,,,,
,,,,2 - 16:52,,Coris Williams Jr.,Field Goal Attempt,Coris Williams Jr. Offensive Rebound
,,,,2 - 16:52,,Kristian Keys,Field Goal Attempt,Hill College Offensive Rebound
Brandon Neel,Defensive Foul,,,2 - 16:40,,,,
,,Andre Spight Defensive Rebound,,2 - 16:36,,Marcus Johnson Jr.,Field Goal Attempt,
Emmanuel Omogbo,Field Goal Attempt,,,2 - 16:21,,,,Jemerrio Jones Defensive Rebound
,,,46-46,2 - 16:16,(T3),Devocio Butler,Field Goal Made,
,,,,2 - 16:16,,Marcus Johnson Jr.,Assist,
Jerron Martin,Defensive Foul,,,2 - 16:16,,,,
,,,46-47,2 - 16:16,-1 (L5),Devocio Butler,Free Throw Made,
Pat Birt,Three Point Attempt,,,2 - 16:00,,,,Hill College Defensive Rebound
Emmanuel Omogbo,Defensive Foul,,,2 - 16:00,,,,
Jerron Martin,Defensive Foul,,,2 - 15:47,,,,
Emmanuel Omogbo,Defensive Foul,,,2 - 15:39,,,,
,,,46-48,2 - 15:39,-2,Coris Williams Jr.,Free Throw Made,
,,,46-49,2 - 15:39,-3,Coris Williams Jr.,Free Throw Made,
Andre Spight,Field Goal Attempt,,,2 - 15:23,,,,Jemerrio Jones Defensive Rebound
,,,,2 - 15:14,,Marcus Johnson Jr.,Three Point Attempt,Kristian Keys Offensive Rebound
,,,,2 - 15:09,,Kristian Keys,Turnover,
Pat Birt,Steal,,,2 - 15:08,,,,
Brandon Neel,Three Point Made,,49-49,2 - 15:01,(T4),,,
Andre Spight,Assist,,,2 - 15:00,,,,
,,,49-52,2 - 14:32,-3 (L6),Jemerrio Jones,Three Point Made,
Jerron Martin,Left the Game,,,2 - 14:32,,,,
Andre Spight,Left the Game,,,2 - 14:32,,,,
Pat Birt,Left the Game,,,2 - 14:32,,,,
Emmanuel Omogbo,Left the Game,,,2 - 14:32,,,,
Brandon Neel,Left the Game,,,2 - 14:32,,,,
,,,,2 - 14:32,,Marcus Johnson Jr.,Left the Game,
,,,,2 - 14:32,,Coris Williams Jr.,Left the Game,
,,,,2 - 14:32,,Jemerrio Jones,Left the Game,
,,,,2 - 14:32,,Devocio Butler,Left the Game,
,,,,2 - 14:32,,Kristian Keys,Left the Game,Evan Moorman Entered the Game
Pedro Konofino,Entered the Game,,,2 - 14:32,,,,
,,,,2 - 14:32,,Marcus Johnson Jr.,Entered the Game,
,,,,2 - 14:32,,Jemerrio Jones,Entered the Game,
,,,,2 - 14:32,,Devocio Butler,Entered the Game,
,,,,2 - 14:32,,Coris Williams Jr.,Entered the Game,
Jerron Martin,Entered the Game,,,2 - 14:32,,,,
Andre Horne,Entered the Game,,,2 - 14:32,,,,
Emmanuel Omogbo,Entered the Game,,,2 - 14:32,,,,
Marlon Jones,Entered the Game,,,2 - 14:32,,,,
Emmanuel Omogbo,Left the Game,Pat Birt Entered the Game,,2 - 14:26,,,,
,,,,2 - 14:26,,Evan Moorman,Free Throw Attempt,Hill College Offensive Rebound
,,,49-53,2 - 14:26,-4,Evan Moorman,Free Throw Made,
,,,,2 - 14:17,,Devocio Butler,Defensive Foul,
,,,,2 - 14:04,,Marcus Johnson Jr.,Defensive Foul,
Jerron Martin,Free Throw Made,,50-53,2 - 14:04,-3,,,
