Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
,,,,2 - 9:44,,Emmanuel Omogbo,Entered the Game,
,,,46-62,2 - 9:44,-16,Marlon Jones,Free Throw Made,
,,,46-63,2 - 9:44,-17,Marlon Jones,Free Throw Made,
Ronnie Boyce,Three Point Attempt,Connors State Offensive Rebound,,2 - 9:35,,,,
Arlando Cook,Field Goal Made,,48-63,2 - 9:29,-15,,,
Corlbe Evin,Assist,,,2 - 9:28,,,,
Ronnie Boyce,Field Goal Attempt,Connors State Offensive Rebound,,2 - 8:48,,,,
Devin Simms,Field Goal Attempt,,,2 - 8:44,,,,Emmanuel Omogbo Defensive Rebound
Corlbe Evin,Defensive Foul,,,2 - 8:32,,,,
,,,48-64,2 - 8:32,-16,Diamante Langston,Free Throw Made,
,,,48-65,2 - 8:32,-17,Diamante Langston,Free Throw Made,
Corlbe Evin,Field Goal Made,,50-65,2 - 8:26,-15,,,
,,,50-67,2 - 8:14,-17,Pat Birt,Field Goal Made,
Ronnie Boyce,Three Point Attempt,,,2 - 8:03,,,,Pat Birt Defensive Rebound
,,,,2 - 7:56,,Andre Spight,Three Point Attempt,Pat Birt Offensive Rebound
,,Ronnie Boyce Defensive Rebound,,2 - 7:37,,Andre Spight,Field Goal Attempt,
,,,,2 - 7:31,,Andre Spight,Defensive Foul,
,,,,2 - 7:31,,Marlon Jones,Left the Game,David Kadiri Entered the Game
Ronnie Boyce,Free Throw Made,,51-67,2 - 7:31,-16,,,
Ronnie Boyce,Free Throw Attempt,,,2 - 7:31,,,,Emmanuel Omogbo Defensive Rebound
,,,,2 - 7:07,,Andre Spight,Field Goal Attempt,David Kadiri Offensive Rebound
,,,51-69,2 - 7:05,-18,David Kadiri,Field Goal Made,
Ronnie Boyce,Three Point Made,,54-69,2 - 7:00,-15,,,
Corlbe Evin,Assist,,,2 - 7:00,,,,
Ronnie Boyce,Left the Game,Damari Edwards Entered the Game,,2 - 6:59,,,,
