Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
,,Terrence Thompson Defensive Rebound,,2 - 9:48,,DeShawn Freeman,Free Throw Attempt,
Ty Toney,Field Goal Made,,40-35,2 - 9:34,5,,,
,,,,2 - 9:10,,DeShawn Freeman,Field Goal Attempt,DeShawn Freeman Offensive Rebound
,,,40-37,2 - 9:10,3,DeShawn Freeman,Field Goal Made,
Taquan Givens,Defensive Foul,,,2 - 9:10,,,,
Taquan Givens,Left the Game,Paris Ballinger Entered the Game,,2 - 9:10,,,,
,,,40-38,2 - 9:10,2,DeShawn Freeman,Free Throw Made,
Montrel Goldston,Field Goal Attempt,,,2 - 8:56,,,,DeShawn Freeman Defensive Rebound
,,,,2 - 8:35,,Zach Winter,Turnover,
Montrel Goldston,Steal,,,2 - 8:34,,,,
Terrence Thompson,Field Goal Attempt,,,2 - 8:22,,,,Keanu Pinder Defensive Rebound
,,,40-40,2 - 8:08,(T6),Austin Budke,Field Goal Made,
,,,,2 - 8:07,,DeShawn Freeman,Assist,
Ty Toney,Three Point Made,,43-40,2 - 7:56,3 (L6),,,
Doniel Dean,Assist,,,2 - 7:55,,,,
Paris Ballinger,Left the Game,Donovan Harris Entered the Game,,2 - 7:36,,,,
Terrence Thompson,Left the Game,Paris Ballinger Entered the Game,,2 - 7:36,,,,
Donovan Harris,Defensive Foul,,,2 - 7:36,,,,
Donovan Harris,Left the Game,Terrence Thompson Entered the Game,,2 - 7:36,,,,
Paris Ballinger,Left the Game,Taquan Givens Entered the Game,,2 - 7:36,,,,
,,,43-41,2 - 7:36,2,Keanu Pinder,Free Throw Made,
,,,43-42,2 - 7:36,1,Keanu Pinder,Free Throw Made,
,,,,2 - 7:21,,DeShawn Freeman,Defensive Foul,
,,,,2 - 7:21,,DeShawn Freeman,Left the Game,Bashier Ahmed Entered the Game
Doniel Dean,Free Throw Made,,44-42,2 - 7:21,2,,,
Doniel Dean,Free Throw Made,,45-42,2 - 7:21,3,,,
,,Terrence Thompson Defensive Rebound,,2 - 7:05,,Keanu Pinder,Field Goal Attempt,
Ty Toney,Field Goal Attempt,,,2 - 6:49,,,,HCC Defensive Rebound
Terrence Thompson,Defensive Foul,,,2 - 6:48,,,,
Montrel Goldston,Left the Game,Denzel Council Entered the Game,,2 - 6:48,,,,
,,,,2 - 6:48,,Bashier Ahmed,Free Throw Attempt,HCC Offensive Rebound
,,,45-43,2 - 6:48,2,Bashier Ahmed,Free Throw Made,
Terrence Thompson,Field Goal Made,,47-43,2 - 6:22,4,,,
Doniel Dean,Assist,,,2 - 6:21,,,,
,,Taquan Givens Defensive Rebound,,2 - 6:08,,Keanu Pinder,Three Point Attempt,
Ty Toney,Three Point Attempt,,,2 - 5:50,,,,Bashier Ahmed Defensive Rebound
Ty Toney,Defensive Foul,,,2 - 5:42,,,,
Terrence Thompson,Left the Game,,,2 - 5:42,,,,
Ty Toney,Left the Game,Montrel Goldston Entered the Game,,2 - 5:42,,,,
Paris Ballinger,Entered the Game,,,2 - 5:42,,,,
,,,,2 - 5:42,,Keanu Pinder,Left the Game,DeShawn Freeman Entered the Game
,,,47-44,2 - 5:42,3,Bashier Ahmed,Free Throw Made,
,,,,2 - 5:42,,Austin Budke,Turnover,
Doniel Dean,Field Goal Made,,49-44,2 - 5:24,5,,,
Taquan Givens,Defensive Foul,,,2 - 5:12,,,,
,,,49-45,2 - 5:12,4,Akbar Hoffman,Free Throw Made,
,,,49-46,2 - 5:12,3,Akbar Hoffman,Free Throw Made,
Doniel Dean,Turnover,,,2 - 4:57,,,,
,,,,2 - 4:29,,Zach Winter,Field Goal Attempt,HCC Offensive Rebound
Doniel Dean,Defensive Foul,,,2 - 4:28,,,,
Denzel Council,Left the Game,,,2 - 4:28,,,,
Paris Ballinger,Left the Game,Terrence Thompson Entered the Game,,2 - 4:28,,,,
Ty Toney,Entered the Game,,,2 - 4:28,,,,
,,,,2 - 4:28,,Austin Budke,Left the Game,Keanu Pinder Entered the Game
,,,,2 - 4:28,,Bashier Ahmed,Free Throw Attempt,HCC Offensive Rebound
,,,49-47,2 - 4:28,2,Bashier Ahmed,Free Throw Made,
Montrel Goldston,Three Point Made,,52-47,2 - 4:05,5,,,
Taquan Givens,Assist,,,2 - 4:03,,,,
,,,,2 - 3:50,,Keanu Pinder,Turnover,
Montrel Goldston,Field Goal Made,,54-47,2 - 3:34,7,,,
,,,54-49,2 - 3:19,5,Akbar Hoffman,Field Goal Made,
,,,,2 - 2:51,,Bashier Ahmed,Defensive Foul,
Ty Toney,Free Throw Made,,55-49,2 - 2:51,6,,,
Ty Toney,Free Throw Attempt,,,2 - 2:51,,,,Keanu Pinder Defensive Rebound
,,,,2 - 2:36,,Bashier Ahmed,Field Goal Attempt,DeShawn Freeman Offensive Rebound
,,,55-51,2 - 2:28,4,DeShawn Freeman,Field Goal Made,
Montrel Goldston,Field Goal Attempt,,,2 - 2:18,,,,Keanu Pinder Defensive Rebound
Taquan Givens,Defensive Foul,,,2 - 2:12,,,,
