Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
,,,,1 - 1:20,,Dietrich Taylor,Free Throw Attempt,Holmes CC Offensive Rebound
,,Jerrelle DeBerry Defensive Rebound,,1 - 1:20,,Dietrich Taylor,Free Throw Attempt,
Jordan Furlow,Turnover,,,1 - 1:14,,,,
,,,36-35,1 - 0:55,1,Jarvis Williams,Field Goal Made,
Louis Adams Jr.,Three Point Attempt,,,1 - 0:33,,,,Holmes CC Defensive Rebound
Akolda Manyang,Defensive Foul,,,1 - 0:33,,,,
,,,,1 - 0:33,,R.J. Scott,Free Throw Attempt,Holmes CC Offensive Rebound
,,Akolda Manyang Defensive Rebound,,1 - 0:33,,R.J. Scott,Free Throw Attempt,
Jordan Furlow,Turnover,,,1 - 0:02,,,,
,,,,1 - 0:01,,Jarvis Williams,Steal,
,,,,1 - 0:00,,Jarvis Williams,Field Goal Attempt,R.J. Scott Offensive Rebound
,,,36-37,1 - 0:00,-1 (L10),R.J. Scott,Field Goal Made,
Akolda Manyang,Left the Game,,,2 - 20:00,,,,
Malik Dime,Left the Game,,,2 - 20:00,,,,
Jordan Furlow,Left the Game,,,2 - 20:00,,,,
Jerrelle DeBerry,Left the Game,,,2 - 20:00,,,,
Louis Adams Jr.,Left the Game,Gary Williams Jr. Entered the Game,,2 - 20:00,,,,
11 Jerrelle DeBerry,Entered Game,,,,,,,
15 J.R. Harris,Entered Game,,,,,,,
23 Jordan Washington,Entered Game,,,,,,,
24 Louis Adams Jr.,Entered Game,,,,,,,
,,,,2 - 20:00,,Jarvis Williams,Left the Game,
,,,,2 - 20:00,,Marcus Washington,Left the Game,
,,,,2 - 20:00,,Torlorf Thomas,Left the Game,
,,,,2 - 20:00,,R.J. Scott,Left the Game,
,,,,2 - 20:00,,Dietrich Taylor,Left the Game,Marcus Washington Entered the Game
,,,,2 - 19:47,,Torlorf Thomas,Defensive Foul,
Gary Williams Jr.,Free Throw Made,,37-37,2 - 19:47,(T1),,,
Gary Williams Jr.,Free Throw Made,,38-37,2 - 19:47,1 (L1),,,
,,,,2 - 19:26,,Daryl Macon,Turnover,
Gary Williams Jr.,Left the Game,Akolda Manyang Entered the Game,,2 - 19:12,,,,
Akolda Manyang,Turnover,,,2 - 19:12,,,,
Akolda Manyang,Left the Game,,,2 - 19:12,,,,
Jerrelle DeBerry,Left the Game,,,2 - 19:12,,,,
J.R. Harris,Left the Game,,,2 - 19:12,,,,
Jordan Washington,Left the Game,,,2 - 19:12,,,,
Louis Adams Jr.,Left the Game,Akolda Manyang Entered the Game,,2 - 19:12,,,,
Gary Williams Jr.,Entered the Game,,,2 - 19:12,,,,
J.R. Harris,Entered the Game,,,2 - 19:12,,,,
Jordan Washington,Entered the Game,,,2 - 19:12,,,,
Louis Adams Jr.,Entered the Game,,,2 - 19:12,,,,
J.R. Harris,Defensive Foul,,,2 - 19:02,,,,
,,,,2 - 18:57,,Marcus Washington,Turnover,
Louis Adams Jr.,Steal,,,2 - 18:54,,,,
J.R. Harris,Three Point Attempt,,,2 - 18:41,,,,Torlorf Thomas Defensive Rebound
,,,,2 - 18:36,,Marcus Washington,Field Goal Attempt,Cedric Harper Offensive Rebound
,,,,2 - 18:32,,Cedric Harper,Field Goal Attempt,Marcus Washington Offensive Rebound
,,,,2 - 18:26,,Daryl Macon,Three Point Attempt,Marcus Washington Offensive Rebound
,,,,2 - 18:08,,Dietrich Taylor,Turnover,
Jordan Washington,Turnover,,,2 - 17:54,,,,
,,,,2 - 17:39,,Torlorf Thomas,Field Goal Attempt,
Akolda Manyang,Blocked shot,,,2 - 17:39,,,,
,,,,2 - 17:33,,Marcus Washington,Field Goal Attempt,Dietrich Taylor Offensive Rebound
,,,,2 - 17:31,,Dietrich Taylor,Field Goal Attempt,
Akolda Manyang,Blocked shot,,,2 - 17:28,,,,
Jordan Washington,Defensive Rebound,,,2 - 17:27,,,,
Gary Williams Jr.,Turnover,,,2 - 17:26,,,,
,,,,2 - 17:10,,Cedric Harper,Field Goal Attempt,
Akolda Manyang,Blocked shot,,,2 - 17:10,,,,
,,,38-39,2 - 17:02,-1 (L2),Daryl Macon,Field Goal Made,
Louis Adams Jr.,Turnover,,,2 - 16:40,,,,
,,,,2 - 16:40,,Cedric Harper,Steal,
,,,38-42,2 - 16:40,-4,Daryl Macon,Three Point Made,
,,,,2 - 16:40,,Torlorf Thomas,Assist,
,,,,2 - 16:19,,Cedric Harper,Defensive Foul,
Jordan Washington,Free Throw Attempt,Indian Hills Offensive Rebound,,2 - 16:19,,,,
Jordan Washington,Free Throw Made,,39-42,2 - 16:19,-3,,,
,,,39-45,2 - 16:02,-6,Daryl Macon,Three Point Made,
,,,,2 - 15:44,,Marcus Washington,Defensive Foul,
Jordan Washington,Free Throw Attempt,Indian Hills Offensive Rebound,,2 - 15:44,,,,
Jordan Washington,Free Throw Made,,40-45,2 - 15:44,-5,,,
,,,,2 - 15:25,,Cedric Harper,Turnover,
Jordan Washington,Steal,,,2 - 15:25,,,,
Gary Williams Jr.,Turnover,,,2 - 15:25,,,,
,,,,2 - 15:00,,Daryl Macon,Turnover,
Akolda Manyang,Steal,,,2 - 14:59,,,,
Gary Williams Jr.,Field Goal Attempt,Akolda Manyang Offensive Rebound,,2 - 14:53,,,,
Akolda Manyang,Field Goal Made,,42-45,2 - 14:51,-3,,,
,,,,2 - 14:39,,Dietrich Taylor,Field Goal Attempt,Cedric Harper Offensive Rebound
,,,42-47,2 - 14:39,-5,Cedric Harper,Field Goal Made,
Jordan Washington,Left the Game,Malik Dime Entered the Game,,2 - 14:39,,,,
Gary Williams Jr.,Field Goal Made,,44-47,2 - 14:18,-3,,,
Malik Dime,Defensive Foul,,,2 - 14:04,,,,
J.R. Harris,Left the Game,Jordan Furlow Entered the Game,,2 - 14:04,,,,
,,,,2 - 13:51,,Daryl Macon,Field Goal Attempt,Dietrich Taylor Offensive Rebound
,,Malik Dime Defensive Rebound,,2 - 13:48,,Dietrich Taylor,Field Goal Attempt,
Jordan Furlow,Field Goal Attempt,Akolda Manyang Offensive Rebound,,2 - 13:36,,,,
Akolda Manyang,Field Goal Made,,46-47,2 - 13:34,-1,,,
,,,,2 - 13:23,,Marcus Washington,Left the Game,Jarvis Williams Entered the Game
,,,,2 - 13:23,,Jarvis Williams,Field Goal Attempt,Cedric Harper Offensive Rebound
,,,46-49,2 - 13:23,-3,Cedric Harper,Field Goal Made,
Gary Williams Jr.,Three Point Attempt,Akolda Manyang Offensive Rebound,,2 - 13:02,,,,
,,,,2 - 13:03,,Torlorf Thomas,Left the Game,Marcus Washington Entered the Game
,,,,2 - 13:03,,Jarvis Williams,Left the Game,
,,,,2 - 13:03,,Marcus Washington,Left the Game,
,,,,2 - 13:03,,Daryl Macon,Left the Game,
,,,,2 - 13:03,,Cedric Harper,Left the Game,
,,,,2 - 13:03,,Dietrich Taylor,Left the Game,Vercell Webster Entered the Game
,,,,2 - 13:03,,Torlorf Thomas,Entered the Game,
,,,,2 - 13:03,,Marcus Washington,Entered the Game,
,,,,2 - 13:03,,Marcus Washington,Left the Game,Marcus Washington Entered the Game
,,,,2 - 13:03,,Cedric Harper,Entered the Game,
,,,,2 - 13:03,,Jarvis Williams,Entered the Game,
Akolda Manyang,Field Goal Attempt,,,2 - 12:58,,,,
,,,,2 - 12:57,,Cedric Harper,Blocked shot,
,,,,2 - 12:56,,Jarvis Williams,Defensive Rebound,
,,,46-51,2 - 12:52,-5,Marcus Washington,Field Goal Made,
,,,,2 - 12:51,,Jarvis Williams,Assist,
Akolda Manyang,Field Goal Made,,48-51,2 - 12:40,-3,,,
Jordan Furlow,Assist,,,2 - 12:39,,,,
,,,,2 - 12:24,,Jarvis Williams,Turnover,
Gary Williams Jr.,Left the Game,Jerrelle DeBerry Entered the Game,,2 - 12:24,,,,
Jerrelle DeBerry,Three Point Attempt,,,2 - 12:12,,,,Torlorf Thomas Defensive Rebound
Louis Adams Jr.,Defensive Foul,,,2 - 12:07,,,,
,,,,2 - 12:07,,Marcus Washington,Left the Game,Daryl Macon Entered the Game
,,,,2 - 12:07,,Vercell Webster,Left the Game,Dietrich Taylor Entered the Game
Louis Adams Jr.,Defensive Foul,,,2 - 12:06,,,,
,,,48-54,2 - 11:54,-6,Torlorf Thomas,Three Point Made,
,,,,2 - 11:54,,Daryl Macon,Assist,
Jordan Furlow,Three Point Attempt,,,2 - 11:42,,,,Dietrich Taylor Defensive Rebound
,,Malik Dime Defensive Rebound,,2 - 11:31,,Dietrich Taylor,Field Goal Attempt,
Akolda Manyang,Left the Game,,,2 - 11:23,,,,
Malik Dime,Left the Game,,,2 - 11:23,,,,
Jordan Furlow,Left the Game,,,2 - 11:23,,,,
Jerrelle DeBerry,Left the Game,,,2 - 11:23,,,,
Louis Adams Jr.,Left the Game,Malik Dime Entered the Game,,2 - 11:23,,,,
Akolda Manyang,Entered the Game,,,2 - 11:23,,,,
Jerrelle DeBerry,Entered the Game,,,2 - 11:23,,,,
Jerrelle DeBerry,Left the Game,Jerrelle DeBerry Entered the Game,,2 - 11:23,,,,
J.R. Harris,Entered the Game,,,2 - 11:23,,,,
Jordan Furlow,Entered the Game,,,2 - 11:23,,,,
Jordan Furlow,Turnover,,,2 - 11:23,,,,
,,J.R. Harris Defensive Rebound,,2 - 11:08,,Daryl Macon,Three Point Attempt,
Malik Dime,Field Goal Made,,50-54,2 - 10:56,-4,,,
Jordan Furlow,Assist,,,2 - 10:55,,,,
,,,,2 - 10:44,,Torlorf Thomas,Three Point Attempt,Holmes CC Offensive Rebound
Malik Dime,Defensive Foul,,,2 - 10:31,,,,
,,,,2 - 10:31,,Torlorf Thomas,Left the Game,Marcus Washington Entered the Game
,,,50-55,2 - 10:31,-5,Dietrich Taylor,Free Throw Made,
,,Akolda Manyang Defensive Rebound,,2 - 10:31,,Dietrich Taylor,Free Throw Attempt,
,,,,2 - 10:23,,Dietrich Taylor,Left the Game,Vercell Webster Entered the Game
,,,,2 - 10:22,,Vercell Webster,Defensive Foul,
J.R. Harris,Free Throw Made,,51-55,2 - 10:22,-4,,,
J.R. Harris,Free Throw Attempt,,,2 - 10:22,,,,Daryl Macon Defensive Rebound
,,Malik Dime Defensive Rebound,,2 - 10:05,,Daryl Macon,Three Point Attempt,
J.R. Harris,Field Goal Made,,53-55,2 - 9:58,-2,,,
