Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
,,,,1 - 3:35,,William Pfister,Left the Game,Keith Charleston Entered the Game
Emmanuel Omogbo,Free Throw Made,,34-28,1 - 3:35,6,,,
Emmanuel Omogbo,Free Throw Attempt,,,1 - 3:35,,,,Benji Bell Defensive Rebound
,,Andre Horne Defensive Rebound,,1 - 3:21,,Brandon Austin,Field Goal Attempt,
Lincoln Davis,Field Goal Made,,36-28,1 - 2:50,8,,,
,,,,1 - 2:34,,Benji Bell,Field Goal Attempt,Brandon Austin Offensive Rebound
Emmanuel Omogbo,Defensive Foul,,,1 - 2:33,,,,
,,,,1 - 2:33,,Brandon Austin,Left the Game,Jalen Jackson Entered the Game
,,,36-29,1 - 2:33,7,Brandon Austin,Free Throw Made,
,,,36-30,1 - 2:33,6,Brandon Austin,Free Throw Made,
Emmanuel Omogbo,Field Goal Attempt,,,1 - 1:58,,,,Jalen Jackson Defensive Rebound
,,Emmanuel Omogbo Defensive Rebound,,1 - 1:51,,Jalen Jackson,Field Goal Attempt,
Diamante Langston,Turnover,,,1 - 1:46,,,,
,,,,1 - 1:44,,Jalen Jackson,Steal,
,,,36-32,1 - 1:41,4,Jalen Jackson,Field Goal Made,
Diamante Langston,Three Point Attempt,,,1 - 1:10,,,,Xavier Moon Defensive Rebound
,,,36-35,1 - 0:52,1,Jalen Jackson,Three Point Made,
Diamante Langston,Field Goal Attempt,,,1 - 0:26,,,,Benji Bell Defensive Rebound
,,,36-37,1 - 0:03,-1 (L3),Keith Charleston,Field Goal Made,
,,,,1 - 0:03,,Benji Bell,Assist,
Diamante Langston,Left the Game,,,2 - 20:00,,,,
Emmanuel Omogbo,Left the Game,,,2 - 20:00,,,,
Andre Horne,Left the Game,,,2 - 20:00,,,,
Marlon Jones,Left the Game,,,2 - 20:00,,,,
Lincoln Davis,Left the Game,,,2 - 20:00,,,,
,,,,2 - 20:00,,Treshaad Williams,Left the Game,
,,,,2 - 20:00,,Xavier Moon,Left the Game,
,,,,2 - 20:00,,Jalen Jackson,Left the Game,
,,,,2 - 20:00,,Keith Charleston,Left the Game,
,,,,2 - 20:00,,Benji Bell,Left the Game,
0 Jerron Martin,Entered Game,,,,,,,
1 Andre Spight,Entered Game,,,,,,,
4 David Kadiri,Entered Game,,,,,,,
15 Emmanuel Omogbo,Entered Game,,,,,,,
22 Brandon Neel,Entered Game,,,,,,,
Brandon Neel,Field Goal Attempt,Emmanuel Omogbo Offensive Rebound,,2 - 19:47,,,,
Emmanuel Omogbo,Field Goal Made,,38-37,2 - 19:45,1 (L1),,,
,,,,2 - 19:27,,Brandon Austin,Field Goal Attempt,NW Florida Offensive Rebound
,,David Kadiri Defensive Rebound,,2 - 19:08,,Jalen Jackson,Three Point Attempt,
Jerron Martin,Field Goal Made,,40-37,2 - 18:57,3,,,
,,,40-40,2 - 18:40,(T1),Benji Bell,Three Point Made,
Jerron Martin,Three Point Attempt,,,2 - 18:12,,,,NW Florida Defensive Rebound
Jerron Martin,Left the Game,Diamante Langston Entered the Game,,2 - 18:11,,,,
,,Emmanuel Omogbo Defensive Rebound,,2 - 17:55,,Brandon Austin,Three Point Attempt,
,,,,2 - 17:54,,Treshaad Williams,Defensive Foul,
Emmanuel Omogbo,Field Goal Attempt,,,2 - 17:38,,,,Treshaad Williams Defensive Rebound
,,,40-42,2 - 17:30,-2 (L2),Brandon Austin,Field Goal Made,
,,,,2 - 17:14,,William Pfister,Defensive Foul,
Diamante Langston,Field Goal Made,,42-42,2 - 17:07,(T2),,,
,,,42-45,2 - 16:55,-3 (L3),Benji Bell,Three Point Made,
David Kadiri,Field Goal Attempt,,,2 - 16:20,,,,
,,,,2 - 16:20,,William Pfister,Blocked shot,
,,,,2 - 16:01,,Brandon Austin,Field Goal Attempt,
Brandon Neel,Blocked shot,,,2 - 16:01,,,,
,,,42-47,2 - 15:52,-5,Benji Bell,Field Goal Made,
Andre Spight,Three Point Made,,45-47,2 - 15:25,-2,,,
Brandon Neel,Assist,,,2 - 15:24,,,,
,,,45-49,2 - 15:17,-4,Benji Bell,Field Goal Made,
Andre Spight,Three Point Attempt,David Kadiri Offensive Rebound,,2 - 14:58,,,,
Brandon Neel,Three Point Attempt,South Plains Offensive Rebound,,2 - 14:51,,,,
Andre Spight,Turnover,,,2 - 14:47,,,,
