Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
,,,,1 - 6:26,,Jamonte Graham,Left the Game,Immanuel Griggs Entered the Game
Candido Sa,Free Throw Made,,32-30,1 - 6:26,2,,,
Candido Sa,Free Throw Made,,33-30,1 - 6:26,3,,,
Michael Hunter,Defensive Foul,,,1 - 6:24,,,,
,,,,1 - 6:03,,Immanuel Griggs,Turnover,
Naiel Smith,Steal,,,1 - 6:03,,,,
Naiel Smith,Field Goal Made,,35-30,1 - 6:02,5,,,
,,,,1 - 6:02,,Immanuel Griggs,Left the Game,TJ Dunans Entered the Game
Candido Sa,Left the Game,Donte Thomas Entered the Game,,1 - 6:02,,,,
,,,35-32,1 - 5:41,3,Justin Pride,Field Goal Made,
Jevonlean Hedgeman,Field Goal Made,,37-32,1 - 5:26,5,,,
Donte Thomas,Assist,,,1 - 5:25,,,,
,,Jevonlean Hedgeman Defensive Rebound,,1 - 5:11,,TJ Dunans,Field Goal Attempt,
Donte Thomas,Left the Game,Quincy Jackson Entered the Game,,1 - 5:03,,,,
Quincy Jackson,Field Goal Made,,39-32,1 - 5:03,7,,,
Naiel Smith,Assist,,,1 - 5:03,,,,
Michael Hunter,Left the Game,Donte Thomas Entered the Game,,1 - 5:03,,,,
,,Willie Mangum Defensive Rebound,,1 - 4:59,,Blake Johnson,Field Goal Attempt,
,,,,1 - 4:31,,Blake Johnson,Left the Game,
,,,,1 - 4:31,,Ramond Jenkins,Left the Game,Jamontae Davis Entered the Game
,,,,1 - 4:31,,Antoine Williams,Entered the Game,
Quincy Jackson,Left the Game,Candido Sa Entered the Game,,1 - 4:31,,,,
Donte Thomas,Field Goal Attempt,,,1 - 4:28,,,,Antoine Williams Defensive Rebound
,,Naiel Smith Defensive Rebound,,1 - 4:16,,TJ Dunans,Three Point Attempt,
Candido Sa,Field Goal Attempt,,,1 - 4:03,,,,Justin Pride Defensive Rebound
,,,,1 - 3:56,,Taljon Cromer,Three Point Attempt,Justin Pride Offensive Rebound
,,,39-34,1 - 3:50,5,TJ Dunans,Field Goal Made,
,,,,1 - 3:50,,TJ Dunans,Left the Game,
,,,,1 - 3:50,,Taljon Cromer,Left the Game,
,,,,1 - 3:50,,Jamontae Davis,Left the Game,
,,,,1 - 3:50,,Antoine Williams,Left the Game,
,,,,1 - 3:50,,Justin Pride,Left the Game,Jamonte Graham Entered the Game
,,,,1 - 3:50,,TJ Dunans,Entered the Game,
,,,,1 - 3:50,,Taljon Cromer,Entered the Game,
,,,,1 - 3:50,,Jamontae Davis,Entered the Game,
,,,,1 - 3:50,,Antoine Williams,Entered the Game,
Jevonlean Hedgeman,Field Goal Attempt,,,1 - 3:36,,,,
,,,,1 - 3:35,,Jamontae Davis,Blocked shot,
,,,,1 - 3:34,,Taljon Cromer,Defensive Rebound,
,,,,1 - 3:31,,Jamontae Davis,Offensive Foul,
,,,,1 - 3:31,,Jamontae Davis,Turnover,
Willie Mangum,Three Point Attempt,,,1 - 2:58,,,,Columbia State Defensive Rebound
,,,39-37,1 - 2:56,2,Jamonte Graham,Three Point Made,
,,,,1 - 2:56,,TJ Dunans,Assist,
Jevonlean Hedgeman,Three Point Made,,42-37,1 - 2:56,5,,,
Donte Thomas,Assist,,,1 - 2:56,,,,
,,Willie Mangum Defensive Rebound,,1 - 2:56,,Jamonte Graham,Field Goal Attempt,
Donte Thomas,Field Goal Made,,44-37,1 - 2:56,7,,,
,,,,1 - 2:56,,TJ Dunans,Three Point Attempt,Antoine Williams Offensive Rebound
,,,,1 - 2:56,,Antoine Williams,Field Goal Attempt,
Candido Sa,Blocked shot,,,1 - 2:56,,,,
,,,,1 - 2:56,,TJ Dunans,Offensive Rebound,
Willie Mangum,Turnover,,,1 - 2:56,,,,
,,,,1 - 2:56,,Jamonte Graham,Steal,
,,,,1 - 2:56,,Taljon Cromer,Turnover,
Jevonlean Hedgeman,Steal,,,1 - 2:56,,,,
Jevonlean Hedgeman,Three Point Attempt,,,1 - 0:33,,,,Jamontae Davis Defensive Rebound
,,,44-39,1 - 0:04,5,TJ Dunans,Field Goal Made,
,,,,2 - 20:00,,TJ Dunans,Left the Game,
,,,,2 - 20:00,,Jamonte Graham,Left the Game,
,,,,2 - 20:00,,Taljon Cromer,Left the Game,
,,,,2 - 20:00,,Jamontae Davis,Left the Game,
,,,,2 - 20:00,,Antoine Williams,Left the Game,
Naiel Smith,Left the Game,,,2 - 20:00,,,,
Candido Sa,Left the Game,,,2 - 20:00,,,,
Jevonlean Hedgeman,Left the Game,,,2 - 20:00,,,,
Willie Mangum,Left the Game,,,2 - 20:00,,,,
Donte Thomas,Left the Game,,,2 - 20:00,,,,
,,,,,,0 Blake Johnson,Entered Game,
,,,,,,10 Taljon Cromer,Entered Game,
,,,,,,32 Ramond Jenkins,Entered Game,
,,,,,,51 Justin Pride,Entered Game,
,,,,,,22 Antoine Williams,Entered Game,
,,,,2 - 20:00,,Justin Pride,Left the Game,Jamonte Graham Entered the Game
,,,,2 - 19:53,,Jamonte Graham,Turnover,
Willie Mangum,Steal,,,2 - 19:53,,,,
Willie Mangum,Jump Ball Won,,,2 - 19:53,,,,
,,,,2 - 19:31,,Ramond Jenkins,Defensive Foul,
Jevonlean Hedgeman,Free Throw Made,,45-39,2 - 19:31,6,,,
Jevonlean Hedgeman,Free Throw Made,,46-39,2 - 19:31,7,,,
,,,,2 - 19:14,,Taljon Cromer,Turnover,
Naiel Smith,Steal,,,2 - 19:14,,,,
Michael Carey,Field Goal Made,,48-39,2 - 18:55,9,,,
Willie Mangum,Assist,,,2 - 18:55,,,,
,,,48-42,2 - 18:28,6,Jamonte Graham,Three Point Made,
,,,,2 - 18:27,,Blake Johnson,Assist,
Willie Mangum,Three Point Attempt,,,2 - 18:18,,,,Antoine Williams Defensive Rebound
,,Jevonlean Hedgeman Defensive Rebound,,2 - 18:10,,Taljon Cromer,Field Goal Attempt,
Jevonlean Hedgeman,Field Goal Made,,50-42,2 - 17:50,8,,,
Naiel Smith,Assist,,,2 - 17:50,,,,
,,,,2 - 17:37,,Ramond Jenkins,Offensive Foul,
,,,,2 - 17:37,,Ramond Jenkins,Turnover,
Jevonlean Hedgeman,Charge,,,2 - 17:37,,,,
,,,,2 - 17:35,,Blake Johnson,Left the Game,
,,,,2 - 17:35,,Jamonte Graham,Left the Game,
,,,,2 - 17:35,,Taljon Cromer,Left the Game,
,,,,2 - 17:35,,Antoine Williams,Left the Game,
,,,,2 - 17:35,,Ramond Jenkins,Left the Game,TJ Dunans Entered the Game
,,,,2 - 17:35,,Jamonte Graham,Entered the Game,
,,,,2 - 17:35,,Taljon Cromer,Entered the Game,
,,,,2 - 17:35,,Immanuel Griggs,Entered the Game,
,,,,2 - 17:35,,Justin Pride,Entered the Game,
Willie Mangum,Field Goal Attempt,San Jacinto Offensive Rebound,,2 - 17:17,,,,
,,,,2 - 17:13,,Immanuel Griggs,Defensive Foul,
Michael Carey,Free Throw Attempt,San Jacinto Offensive Rebound,,2 - 17:12,,,,
Michael Carey,Free Throw Made,,51-42,2 - 17:12,9,,,
,,,,2 - 16:58,,Taljon Cromer,Turnover,
Candido Sa,Steal,,,2 - 16:57,,,,
Willie Mangum,Three Point Attempt,Michael Carey Offensive Rebound,,2 - 16:52,,,,
Michael Carey,Field Goal Attempt,,,2 - 16:49,,,,Immanuel Griggs Defensive Rebound
Candido Sa,Defensive Foul,,,2 - 16:42,,,,
,,,51-43,2 - 16:42,8,Justin Pride,Free Throw Made,
,,Michael Carey Defensive Rebound,,2 - 16:42,,Justin Pride,Free Throw Attempt,
Naiel Smith,Field Goal Made,,53-43,2 - 16:22,10,,,
,,,,2 - 16:11,,TJ Dunans,Field Goal Attempt,
Candido Sa,Blocked shot,,,2 - 16:11,,,,
,,,,2 - 16:07,,Taljon Cromer,Field Goal Attempt,TJ Dunans Offensive Rebound
,,,,2 - 16:01,,Taljon Cromer,Field Goal Attempt,
Candido Sa,Blocked shot,,,2 - 16:00,,,,
,,,,2 - 15:57,,TJ Dunans,Offensive Rebound,
,,,53-45,2 - 15:55,8,TJ Dunans,Field Goal Made,
