Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
Dwayne Pow,Defensive Rebound,,,1 - 3:35,,,,
,,,,1 - 3:35,,Devocio Butler,Defensive Foul,
Freddy Bitondo,Left the Game,Anthony Vidure Entered the Game,,1 - 3:35,,,,
Malik Brown,Left the Game,Freddy Bitondo Entered the Game,,1 - 3:35,,,,
Jalen Norman,Field Goal Made,,34-32,1 - 3:14,2 (L6),,,
Anthony Vidure,Assist,,,1 - 3:11,,,,
,,,,1 - 2:55,,Devocio Butler,Field Goal Attempt,Devocio Butler Offensive Rebound
,,,34-34,1 - 2:54,(T6),Devocio Butler,Field Goal Made,
Dwayne Pow,Field Goal Attempt,,,1 - 2:29,,,,Tyrell Bellot-Green Defensive Rebound
,,Greg Tucker Defensive Rebound,,1 - 2:21,,Marcus Johnson Jr.,Three Point Attempt,
Dwayne Pow,Field Goal Made,,36-34,1 - 2:00,2 (L7),,,
,,,36-37,1 - 1:37,-1 (L8),Devocio Butler,Three Point Made,
,,,,1 - 1:37,,Coris Williams Jr.,Assist,
Dwayne Pow,Field Goal Attempt,,,1 - 1:15,,,,Coris Williams Jr. Defensive Rebound
Jalen Norman,Defensive Foul,,,1 - 1:05,,,,
Greg Tucker,Left the Game,,,1 - 1:05,,,,
Freddy Bitondo,Left the Game,Malik Brown Entered the Game,,1 - 1:05,,,,
Seth Caldwell,Entered the Game,,,1 - 1:05,,,,
,,,,1 - 1:05,,Evan Moorman,Left the Game,Kristian Keys Entered the Game
,,,36-38,1 - 1:05,-2,Marcus Johnson Jr.,Free Throw Made,
,,,36-39,1 - 1:05,-3,Marcus Johnson Jr.,Free Throw Made,
,,,,1 - 0:43,,Kristian Keys,Defensive Foul,
Anthony Vidure,Free Throw Attempt,Mineral Area Offensive Rebound,,1 - 0:43,,,,
Anthony Vidure,Free Throw Made,,37-39,1 - 0:43,-2,,,
Jalen Norman,Jump Ball Won,,,1 - 0:40,,,,
,,,,1 - 0:30,,Devocio Butler,Three Point Attempt,Kristian Keys Offensive Rebound
,,Mineral Area Defensive Rebound,,1 - 0:07,,Kristian Keys,Three Point Attempt,
Anthony Vidure,Left the Game,,,2 - 20:00,,,,
Malik Brown,Left the Game,,,2 - 20:00,,,,
Dwayne Pow,Left the Game,,,2 - 20:00,,,,
Seth Caldwell,Left the Game,,,2 - 20:00,,,,
Jalen Norman,Left the Game,,,2 - 20:00,,,,
,,,,2 - 20:00,,Tyrell Bellot-Green,Left the Game,
,,,,2 - 20:00,,Marcus Johnson Jr.,Left the Game,
,,,,2 - 20:00,,Coris Williams Jr.,Left the Game,
,,,,2 - 20:00,,Devocio Butler,Left the Game,
,,,,2 - 20:00,,Kristian Keys,Left the Game,
3 Greg Tucker,Entered Game,,,,,,,
15 Randy Holmes,Entered Game,,,,,,,
5 Jamal McDowell,Entered Game,,,,,,,
1 Anthony Vidure,Entered Game,,,,,,,
32 Jalen Norman,Entered Game,,,,,,,
Jalen Norman,Turnover,,,2 - 19:51,,,,
,,,,2 - 19:51,,Marcus Johnson Jr.,Steal,
,,,,2 - 19:51,,Marcus Johnson Jr.,Jump Ball Won,
,,Jalen Norman Defensive Rebound,,2 - 19:39,,Coris Williams Jr.,Field Goal Attempt,
Anthony Vidure,Field Goal Attempt,,,2 - 19:30,,,,
,,,,2 - 19:30,,Kristian Keys,Blocked shot,
Randy Holmes,Field Goal Attempt,Greg Tucker Offensive Rebound,,2 - 19:30,,,,
Greg Tucker,Three Point Made,,40-39,2 - 19:30,1 (L1),,,
,,,40-41,2 - 19:30,-1 (L2),Coris Williams Jr.,Field Goal Made,
,,,,2 - 19:30,,Marcus Johnson Jr.,Assist,
Anthony Vidure,Field Goal Attempt,,,2 - 19:14,,,,
,,,,2 - 19:12,,Jemerrio Jones,Blocked shot,
,,,,2 - 19:11,,Tyrell Bellot-Green,Defensive Rebound,
,,,,2 - 19:01,,Jemerrio Jones,Turnover,
Anthony Vidure,Steal,,,2 - 19:00,,,,
Greg Tucker,Turnover,,,2 - 18:58,,,,
,,,,2 - 18:57,,Kristian Keys,Steal,
,,,40-43,2 - 18:50,-3,Tyrell Bellot-Green,Field Goal Made,
,,,,2 - 18:49,,Jemerrio Jones,Assist,
Randy Holmes,Field Goal Attempt,Jalen Norman Offensive Rebound,,2 - 18:17,,,,
Greg Tucker,Three Point Made,,43-43,2 - 18:13,(T1),,,
Jalen Norman,Assist,,,2 - 18:12,,,,
,,Jalen Norman Defensive Rebound,,2 - 17:56,,Marcus Johnson Jr.,Field Goal Attempt,
Greg Tucker,Offensive Foul,,,2 - 17:49,,,,
Greg Tucker,Turnover,,,2 - 17:49,,,,
