Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
Daryle Morgan,Field Goal Made,,77-64,2 - 5:53,13,,,
William Desilien,Assist,,,2 - 5:52,,,,
,,EJ Hubbard Defensive Rebound,,2 - 5:34,,Cordea Wilson,Three Point Attempt,
,,,,2 - 5:22,,Aaron Thomas,Defensive Foul,
,,,,2 - 5:22,,TJ Evans,Left the Game,Parris Manning Entered the Game
Christopher Boucher,Free Throw Made,,78-64,2 - 5:22,14,,,
Christopher Boucher,Free Throw Made,,79-64,2 - 5:22,15,,,
,,,,2 - 5:11,,Cordea Wilson,Field Goal Attempt,Anthony Vanhook Offensive Rebound
,,,79-66,2 - 5:03,13,Anthony Vanhook,Field Goal Made,
William Desilien,Turnover,,,2 - 4:46,,,,
,,,,2 - 4:36,,Demetres Abrams,Three Point Attempt,Aaron Thomas Offensive Rebound
Daryle Morgan,Defensive Foul,,,2 - 4:34,,,,
,,,79-67,2 - 4:34,12,Anthony Vanhook,Free Throw Made,
,,,,2 - 4:34,,Anthony Vanhook,Free Throw Attempt,Parris Manning Offensive Rebound
,,NW College Defensive Rebound,,2 - 4:31,,Parris Manning,Field Goal Attempt,
Daryle Morgan,Turnover,,,2 - 4:29,,,,
,,,,2 - 4:28,,Aaron Thomas,Steal,
,,,,2 - 4:25,,Aaron Thomas,Offensive Foul,
,,,,2 - 4:25,,Aaron Thomas,Turnover,
Daryle Morgan,Charge,,,2 - 4:25,,,,
,,,,2 - 4:25,,Aaron Thomas,Left the Game,TJ Evans Entered the Game
William Desilien,Turnover,,,2 - 4:24,,,,
,,,,2 - 4:13,,TJ Evans,Field Goal Attempt,Cordea Wilson Offensive Rebound
,,,,2 - 4:10,,Cordea Wilson,Turnover,
Colin May,Steal,,,2 - 4:10,,,,
William Desilien,Turnover,,,2 - 4:04,,,,
,,EJ Hubbard Defensive Rebound,,2 - 3:47,,Cordea Wilson,Three Point Attempt,
Daryle Morgan,Field Goal Made,,81-67,2 - 3:32,14,,,
William Desilien,Assist,,,2 - 3:29,,,,
,,Christopher Boucher Defensive Rebound,,2 - 3:23,,Demetres Abrams,Three Point Attempt,
,,,,2 - 3:18,,Parris Manning,Defensive Foul,
Daryle Morgan,Free Throw Made,,82-67,2 - 3:18,15,,,
Daryle Morgan,Free Throw Made,,83-67,2 - 3:18,16,,,
,,,83-69,2 - 3:03,14,Anthony Vanhook,Field Goal Made,
William Desilien,Turnover,,,2 - 2:48,,,,
,,,,2 - 2:47,,Cordea Wilson,Steal,
,,,83-71,2 - 2:43,12,Cordea Wilson,Field Goal Made,
Christopher Boucher,Field Goal Made,,85-71,2 - 2:29,14,,,
William Desilien,Assist,,,2 - 2:28,,,,
,,,85-74,2 - 2:18,11,Anthony Vanhook,Three Point Made,
,,,,2 - 2:18,,Demetres Abrams,Assist,
Daryle Morgan,Turnover,,,2 - 2:10,,,,
,,,,2 - 2:10,,Demetres Abrams,Steal,
,,,85-76,2 - 2:09,9,Parris Manning,Field Goal Made,
,,,,2 - 2:09,,Demetres Abrams,Assist,
Colin May,Defensive Foul,,,2 - 2:09,,,,
,,Christopher Boucher Defensive Rebound,,2 - 2:09,,Parris Manning,Free Throw Attempt,
Christopher Boucher,Turnover,,,2 - 2:05,,,,
,,,,2 - 2:04,,Anthony Vanhook,Steal,
,,,85-79,2 - 1:58,6,Cordea Wilson,Three Point Made,
,,,,2 - 1:58,,Demetres Abrams,Assist,
,,,,2 - 1:52,,Demetres Abrams,Defensive Foul,
,,,,2 - 1:52,,Demetres Abrams,Left the Game,Matt Lindsey Entered the Game
Christopher Boucher,Free Throw Attempt,NW College Offensive Rebound,,2 - 1:52,,,,
Christopher Boucher,Free Throw Made,,86-79,2 - 1:52,7,,,
,,,86-81,2 - 1:42,5,Parris Manning,Field Goal Made,
Christopher Boucher,Defensive Foul,,,2 - 1:42,,,,
,,EJ Hubbard Defensive Rebound,,2 - 1:42,,Parris Manning,Free Throw Attempt,
,,,,2 - 1:38,,Parris Manning,Defensive Foul,
EJ Hubbard,Free Throw Attempt,NW College Offensive Rebound,,2 - 1:38,,,,
EJ Hubbard,Free Throw Made,,87-81,2 - 1:38,6,,,
,,,,2 - 1:33,,Parris Manning,Field Goal Attempt,Parris Manning Offensive Rebound
,,,,2 - 1:31,,Parris Manning,Field Goal Attempt,
Christopher Boucher,Blocked shot,,,2 - 1:30,,,,
Christopher Boucher,Defensive Rebound,,,2 - 1:30,,,,
,,,,2 - 1:30,,Cordea Wilson,Defensive Foul,
Christopher Boucher,Free Throw Made,,88-81,2 - 1:30,7,,,
Christopher Boucher,Free Throw Made,,89-81,2 - 1:30,8,,,
,,,89-84,2 - 1:23,5,TJ Evans,Three Point Made,
,,,,2 - 1:23,,Cordea Wilson,Assist,
,,,,2 - 1:10,,Anthony Vanhook,Defensive Foul,
Daryle Morgan,Free Throw Made,,90-84,2 - 1:10,6,,,
Daryle Morgan,Free Throw Attempt,,,2 - 1:10,,,,Parris Manning Defensive Rebound
,,,,2 - 1:02,,Anthony Vanhook,Turnover,
Christopher Boucher,Field Goal Made,,92-84,2 - 0:56,8,,,
EJ Hubbard,Assist,,,2 - 0:56,,,,
,,,,2 - 0:48,,Matt Lindsey,Turnover,
Christopher Boucher,Steal,,,2 - 0:47,,,,
,,,,2 - 0:42,,TJ Evans,Defensive Foul,
William Desilien,Free Throw Made,,93-84,2 - 0:42,9,,,
William Desilien,Free Throw Made,,94-84,2 - 0:42,10,,,
,,William Desilien Defensive Rebound,,2 - 0:29,,TJ Evans,Three Point Attempt,
,,,,2 - 0:27,,Matt Lindsey,Defensive Foul,
Colin May,Left the Game,,,2 - 0:27,,,,
Christopher Boucher,Left the Game,Eric Robinson Entered the Game,,2 - 0:27,,,,
Taylor Shamo,Entered the Game,,,2 - 0:27,,,,
,,,,2 - 0:27,,Anthony Vanhook,Left the Game,Tony McNeill Entered the Game
William Desilien,Free Throw Made,,95-84,2 - 0:27,11,,,
William Desilien,Free Throw Made,,96-84,2 - 0:27,12,,,
Daryle Morgan,Defensive Foul,,,2 - 0:21,,,,
William Desilien,Left the Game,,,2 - 0:21,,,,
Daryle Morgan,Left the Game,,,2 - 0:21,,,,
EJ Hubbard,Left the Game,Jordan Rood Entered the Game,,2 - 0:21,,,,
Levi Peterson,Entered the Game,,,2 - 0:21,,,,
Tyler Chandler,Entered the Game,,,2 - 0:21,,,,
,,,,2 - 0:21,,Cordea Wilson,Free Throw Attempt,Cape Fear CC Offensive Rebound
,,,96-85,2 - 0:21,11,Cordea Wilson,Free Throw Made,
,,,,2 - 0:21,,Tony McNeill,Turnover,
