Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
,,,,1 - 1:08,,Ikenna Okwarabizie,Offensive Foul,
,,,,1 - 1:08,,Ikenna Okwarabizie,Turnover,
Arlando Cook,Field Goal Attempt,,,1 - 0:46,,,,Ikenna Okwarabizie Defensive Rebound
,,Devin Simms Defensive Rebound,,1 - 0:12,,Faith Pope,Three Point Attempt,
,,,,1 - 0:05,,Dominique Shaw,Defensive Foul,
,,,,1 - 0:05,,Faith Pope,Left the Game,Darryl Stewart Entered the Game
,,,,1 - 0:05,,Dominique Shaw,Left the Game,Faith Pope Entered the Game
Ronnie Boyce,Left the Game,,,1 - 0:05,,,,
Phabian Glasco,Left the Game,Kayshaune Spencer Entered the Game,,1 - 0:05,,,,
Erick Broadnax,Entered the Game,,,1 - 0:05,,,,
Ronnie Boyce,Free Throw Made,,33-34,1 - 0:05,-1,,,
Ronnie Boyce,Free Throw Made,,34-34,1 - 0:05,(T12),,,
,,,,1 - 0:00,,Ronnie Stacy,Field Goal Attempt,Ikenna Okwarabizie Offensive Rebound
,,,,2 - 20:00,,Levi Yancy,Left the Game,
,,,,2 - 20:00,,Faith Pope,Left the Game,
,,,,2 - 20:00,,Ronnie Stacy,Left the Game,
,,,,2 - 20:00,,Darryl Stewart,Left the Game,
,,,,2 - 20:00,,Ikenna Okwarabizie,Left the Game,
Arlando Cook,Left the Game,,,2 - 20:00,,,,
Damari Edwards,Left the Game,,,2 - 20:00,,,,
Kayshaune Spencer,Left the Game,,,2 - 20:00,,,,
Devin Simms,Left the Game,,,2 - 20:00,,,,
Erick Broadnax,Left the Game,Arlando Cook Entered the Game,,2 - 20:00,,,,
3 Ronnie Boyce,Entered Game,,,,,,,
4 Corlbe Erving,Entered Game,,,,,,,
15 Phabian Glasco,Entered Game,,,,,,,
23 Devin Simms,Entered Game,,,,,,,
,,,,,,44 Ikenna Okwarabizie,Entered Game,
,,,,2 - 19:33,,Dale Jones,Three Point Attempt,Ikenna Okwarabizie Offensive Rebound
,,,34-36,2 - 19:10,-2 (L1),Ronnie Stacy,Field Goal Made,
,,,,2 - 19:08,,Dominique Shaw,Assist,
Ronnie Boyce,Field Goal Attempt,,,2 - 18:44,,,,
,,,,2 - 18:44,,Ikenna Okwarabizie,Blocked shot,
Arlando Cook,Field Goal Made,,36-36,2 - 18:42,(T1),,,
Corlbe Erving,Assist,,,2 - 18:41,,,,
,,,,2 - 18:08,,Dominique Shaw,Field Goal Attempt,Ikenna Okwarabizie Offensive Rebound
,,Phabian Glasco Defensive Rebound,,2 - 18:02,,Dale Jones,Field Goal Attempt,
Corlbe Erving,Field Goal Made,,38-36,2 - 17:53,2 (L2),,,
,,,38-38,2 - 17:21,(T2),Dominique Shaw,Field Goal Made,
