Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
William Pfister,Field Goal Attempt,,,2 - 16:45,,,,Donovan Harris Defensive Rebound
,,,38-42,2 - 16:36,-4,Montrel Goldston,Three Point Made,
,,,,2 - 16:36,,Ty Toney,Assist,
Jalen Jackson,Turnover,,,2 - 16:28,,,,
,,,38-45,2 - 16:18,-7,Ty Toney,Three Point Made,
,,,,2 - 16:18,,Montrel Goldston,Assist,
,,,,2 - 16:13,,Montrel Goldston,Defensive Foul,
Brandon Austin,Free Throw Made,,39-45,2 - 16:13,-6,,,
Brandon Austin,Free Throw Made,,40-45,2 - 16:13,-5,,,
,,,40-47,2 - 16:07,-7,Donovan Harris,Field Goal Made,
,,,,2 - 16:07,,Ty Toney,Assist,
Benji Bell,Field Goal Made,,42-47,2 - 16:00,-5,,,
William Pfister,Left the Game,Keith Charleston Entered the Game,,2 - 15:55,,,,
Jalen Jackson,Defensive Foul,,,2 - 15:46,,,,
,,,42-49,2 - 15:31,-7,Donovan Harris,Field Goal Made,
,,,,2 - 15:30,,Ty Toney,Assist,
Jalen Jackson,Field Goal Attempt,Jalen Jackson Offensive Rebound,,2 - 15:20,,,,
Jalen Jackson,Field Goal Attempt,,,2 - 15:14,,,,Donovan Harris Defensive Rebound
,,,,2 - 15:07,,Doniel Dean,Field Goal Attempt,Terrence Thompson Offensive Rebound
,,Keith Charleston Defensive Rebound,,2 - 15:05,,Terrence Thompson,Field Goal Attempt,
,,,,2 - 15:04,,Terrence Thompson,Defensive Foul,
Jalen Jackson,Field Goal Attempt,,,2 - 14:51,,,,Ty Toney Defensive Rebound
,,,,2 - 14:40,,Montrel Goldston,Field Goal Attempt,Donovan Harris Offensive Rebound
,,,,2 - 14:35,,Donovan Harris,Field Goal Attempt,Montrel Goldston Offensive Rebound
,,,42-51,2 - 14:31,-9,Terrence Thompson,Field Goal Made,
,,,,2 - 14:30,,Montrel Goldston,Assist,
,,,,2 - 14:18,,Ty Toney,Defensive Foul,
Brandon Austin,Left the Game,Xavier Moon Entered the Game,,2 - 14:18,,,,
,,,,2 - 14:18,,Donovan Harris,Left the Game,Denzel Council Entered the Game
Brandon Austin,Free Throw Made,,43-51,2 - 14:18,-8,,,
Brandon Austin,Free Throw Made,,44-51,2 - 14:18,-7,,,
,,NW Florida Defensive Rebound,,2 - 14:05,,Doniel Dean,Field Goal Attempt,
Keith Charleston,Field Goal Made,,46-51,2 - 13:54,-5,,,
Benji Bell,Assist,,,2 - 13:51,,,,
Benji Bell,Defensive Foul,,,2 - 13:34,,,,
,,,46-52,2 - 13:34,-6,Ty Toney,Free Throw Made,
,,,46-53,2 - 13:34,-7,Ty Toney,Free Throw Made,
,,,46-54,2 - 13:34,-8,Ty Toney,Free Throw Made,
Benji Bell,Field Goal Made,,48-54,2 - 13:16,-6,,,
,,,,2 - 13:04,,Montrel Goldston,Field Goal Attempt,Georgia Highlands Offensive Rebound
,,,,2 - 12:57,,Montrel Goldston,Turnover,
Jalen Jackson,Steal,,,2 - 12:56,,,,
Jalen Jackson,Field Goal Made,,50-54,2 - 12:50,-4,,,
Benji Bell,Defensive Foul,,,2 - 12:39,,,,
,,,50-55,2 - 12:39,-5,Doniel Dean,Free Throw Made,
,,,50-56,2 - 12:39,-6,Doniel Dean,Free Throw Made,
Jalen Jackson,Turnover,,,2 - 12:15,,,,
,,,,2 - 12:14,,Ty Toney,Steal,
,,,,2 - 12:11,,Ty Toney,Field Goal Attempt,Denzel Council Offensive Rebound
,,,50-58,2 - 12:08,-8,Denzel Council,Field Goal Made,
Benji Bell,Field Goal Attempt,Treshaad Williams Offensive Rebound,,2 - 12:00,,,,
Treshaad Williams,Field Goal Made,,52-58,2 - 11:58,-6,,,
,,,,2 - 11:57,,Doniel Dean,Left the Game,
,,,,2 - 11:57,,Montrel Goldston,Left the Game,
,,,,2 - 11:57,,Denzel Council,Left the Game,
,,,,2 - 11:57,,Terrence Thompson,Left the Game,
,,,,2 - 11:57,,Ty Toney,Left the Game,
